,Suburb,Rooms,Type,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude,ParkingArea,Price
20776,Brighton East,6,h,18/11/2017,10.3,3187,6,6,4,847,-37.9191,145.0167,Outdoor Stall,3210000
20780,Brighton East,2,h,18/11/2017,10.3,3187,2,2,2,306,-37.9114,145.02,Attached Garage,1330000
20790,Brunswick,4,h,18/11/2017,5.2,3056,4,1,2,220,-37.7552,144.9606,Detached Garage,1360000
20792,Brunswick,4,h,18/11/2017,5.2,3056,4,2,1,464,-37.762,144.9518,Indoor,1470000
20793,Brunswick East,5,h,18/11/2017,4.0,3057,5,4,2,216,-37.7646,144.9826,Parkade,1475000
20794,Brunswick East,4,h,18/11/2017,4.0,3057,4,3,2,451,-37.7729,144.9815,Underground,1895000
20796,Brunswick West,2,u,18/11/2017,5.2,3055,2,1,1,5497,-37.7582,144.94,Carport,420500
20800,Brunswick West,4,h,18/11/2017,5.2,3055,4,1,3,685,-37.7759,144.9439,Parkade,1336500
20806,Bulleen,4,h,18/11/2017,10.8,3105,4,2,3,668,-37.7779,145.0827,Carport,1225000
20810,Bundoora,3,h,18/11/2017,12.1,3083,3,2,2,609,-37.7049,145.0561,Detached Garage,820500
20811,Bundoora,4,h,18/11/2017,12.1,3083,4,2,2,594,-37.6947,145.071,Attached Garage,855000
20821,Burwood,3,h,18/11/2017,10.4,3125,3,1,2,654,-37.8511,145.108,Detached Garage,1200000
20823,Burwood,3,h,18/11/2017,10.4,3125,3,1,3,739,-37.8564,145.1058,Indoor,1300000
20824,Burwood East,3,h,18/11/2017,14.7,3151,3,2,2,536,-37.8485,145.1492,Parkade,970000
20828,Camberwell,5,h,18/11/2017,7.7,3124,5,2,3,572,-37.8326,145.0685,Indoor,2230000
20829,Camberwell,4,t,18/11/2017,7.7,3124,4,3,2,342,-37.8366,145.095,Carport,1890000
20830,Campbellfield,3,h,18/11/2017,16.6,3061,3,1,2,595,-37.6887,144.9623,Detached Garage,668000
20832,Canterbury,5,h,18/11/2017,8.4,3126,5,3,3,1053,-37.8231,145.0744,Indoor,3230000
20837,Carnegie,3,t,18/11/2017,10.1,3163,3,2,2,276,-37.8991,145.0598,Carport,1260000
20838,Carrum,4,h,18/11/2017,31.2,3197,4,1,3,987,-38.0792,145.1276,Detached Garage,980000
20839,Carrum Downs,3,h,18/11/2017,34.9,3201,3,2,1,559,-38.0904,145.1819,Attached Garage,560000
20852,Chadstone,4,h,18/11/2017,11.7,3148,4,1,1,737,-37.8744,145.0995,Detached Garage,1150000
20853,Chelsea,2,h,18/11/2017,27.0,3196,2,1,1,172,-38.0455,145.1208,Attached Garage,501000
20856,Cheltenham,5,h,18/11/2017,17.9,3192,5,2,3,557,-37.9695,145.0593,Carport,1495000
20861,Clayton,4,h,18/11/2017,16.7,3168,4,1,3,705,-37.9221,145.114,Underground,1163000
20864,Clayton South,3,h,18/11/2017,17.5,3169,3,1,2,719,-37.9414,145.1338,Detached Garage,881000
20868,Clifton Hill,3,h,18/11/2017,3.6,3068,3,2,1,299,-37.7874,145.0053,Carport,1600000
20870,Coburg,4,h,18/11/2017,6.7,3058,4,2,2,402,-37.7408,144.95,Attached Garage,1380000
20871,Coburg,3,h,18/11/2017,6.7,3058,3,1,2,391,-37.7346,144.9546,Indoor,970000
20877,Coburg,3,h,18/11/2017,6.7,3058,3,1,2,426,-37.7538,144.9776,Detached Garage,1151000
20878,Coburg,3,h,18/11/2017,6.7,3058,3,1,1,278,-37.7425,144.9577,Attached Garage,935000
20879,Coburg,2,h,18/11/2017,6.7,3058,2,1,1,368,-37.7484,144.9692,Indoor,870000
20881,Coldstream,3,h,18/11/2017,33.0,3770,3,2,6,859,-37.7246,145.3846,Underground,630000
20882,Collingwood,3,h,18/11/2017,2.0,3066,3,2,1,151,-37.797,144.9915,Outdoor Stall,1460000
20883,Craigieburn,3,h,18/11/2017,20.6,3064,3,2,2,610,-37.6027,144.9387,Carport,600000
20884,Craigieburn,3,h,18/11/2017,20.6,3064,3,2,1,320,-37.5854,144.9129,Detached Garage,468000
20885,Craigieburn,4,h,18/11/2017,20.6,3064,4,2,2,538,-37.576,144.912,Attached Garage,616000
20886,Craigieburn,4,h,18/11/2017,20.6,3064,4,2,2,400,-37.5812,144.9126,Indoor,583000
20887,Craigieburn,4,h,18/11/2017,20.6,3064,4,2,2,400,-37.5698,144.9187,Carport,580000
20890,Craigieburn,3,t,18/11/2017,20.6,3064,3,2,1,179,-37.5681,144.9086,Indoor,470000
20891,Craigieburn,4,h,18/11/2017,20.6,3064,4,1,2,691,-37.5941,144.9399,Parkade,585000
20892,Craigieburn,4,h,18/11/2017,20.6,3064,4,2,2,398,-37.6021,144.9027,Carport,660000
20894,Craigieburn,3,h,18/11/2017,20.6,3064,3,1,3,693,-37.594,144.9292,Attached Garage,615000
20895,Cremorne,2,h,18/11/2017,2.4,3121,2,1,1,4452,-37.8301,144.9924,Indoor,945000
20898,Croydon,3,h,18/11/2017,23.0,3136,3,1,1,864,-37.7829,145.267,Attached Garage,995000
20906,Dallas,3,h,18/11/2017,14.0,3047,3,1,1,1038,-37.6681,144.9379,Attached Garage,452000
20908,Dallas,3,h,18/11/2017,14.0,3047,3,1,1,588,-37.667,144.9366,Parkade,475000
20909,Dallas,3,h,18/11/2017,14.0,3047,3,1,1,614,-37.6754,144.934,Underground,505500
20912,Dandenong North,4,h,18/11/2017,24.7,3175,4,3,2,650,-37.9553,145.224,Carport,723000
20914,Deepdene,3,h,18/11/2017,7.9,3103,3,2,2,819,-37.8097,145.061,Attached Garage,2250000
20920,Dingley Village,5,h,18/11/2017,22.2,3172,5,3,2,620,-37.9785,145.1321,Attached Garage,1105000
20922,Doncaster,4,h,18/11/2017,12.4,3108,4,2,2,634,-37.7901,145.1146,Parkade,1325000
20925,Doncaster East,4,h,18/11/2017,14.3,3109,4,2,2,1036,-37.7896,145.1505,Attached Garage,1927000
20927,Doncaster East,3,h,18/11/2017,14.3,3109,3,2,2,513,-37.7952,145.1684,Parkade,905000
20930,Donvale,5,h,18/11/2017,16.1,3111,5,2,2,704,-37.7741,145.18,Carport,1440000
20933,Doreen,4,h,18/11/2017,25.9,3754,4,2,2,511,-37.5961,145.1283,Indoor,570000
20938,Edithvale,3,h,18/11/2017,27.0,3196,3,2,2,612,-38.033,145.1138,Indoor,1000000
20942,Elwood,5,h,18/11/2017,7.2,3184,5,3,2,433,-37.8819,144.9934,Attached Garage,3200000
20952,Essendon,3,h,18/11/2017,7.5,3040,3,1,2,572,-37.7526,144.8911,Attached Garage,1110000
20955,Essendon,4,h,18/11/2017,7.5,3040,4,2,3,766,-37.7585,144.9122,Detached Garage,2455000
20960,Essendon,6,h,18/11/2017,7.5,3040,6,3,5,1212,-37.7457,144.9149,Detached Garage,2500000
20961,Essendon,3,h,18/11/2017,7.5,3040,3,1,1,324,-37.754,144.9138,Attached Garage,1275000
20962,Essendon North,4,h,18/11/2017,8.2,3041,4,1,1,889,-37.7381,144.9045,Indoor,1540000
20963,Essendon North,3,h,18/11/2017,8.2,3041,3,2,2,337,-37.7362,144.9022,Carport,820000
20964,Essendon West,4,h,18/11/2017,7.5,3040,4,2,2,809,-37.7526,144.8849,Detached Garage,1655000
20966,Fairfield,3,h,18/11/2017,5.7,3078,3,2,2,338,-37.7788,145.019,Indoor,1225000
20967,Fawkner,3,h,18/11/2017,13.1,3060,3,1,2,632,-37.6996,144.9628,Parkade,710000
20968,Fawkner,3,h,18/11/2017,13.1,3060,3,1,4,616,-37.7119,144.9707,Underground,645000
20969,Fawkner,3,h,18/11/2017,13.1,3060,3,1,3,639,-37.7083,144.9748,Outdoor Stall,910000
20970,Fawkner,3,h,18/11/2017,13.1,3060,3,1,1,690,-37.7052,144.9633,Parking Pad,830000
20971,Fawkner,3,t,18/11/2017,13.1,3060,3,1,1,642,-37.7127,144.9746,Carport,542000
20972,Ferntree Gully,3,h,18/11/2017,24.8,3156,3,2,3,1059,-37.8854,145.3014,Detached Garage,725000
20973,Ferntree Gully,4,h,18/11/2017,24.8,3156,4,2,5,900,-37.8922,145.2776,Attached Garage,940000
20977,Fitzroy,3,h,18/11/2017,2.1,3065,3,2,0,506,-37.8029,144.9772,Outdoor Stall,1305000
20983,Fitzroy North,2,h,18/11/2017,3.6,3068,2,1,0,186,-37.7868,144.99,Parkade,1450000
20985,Flemington,2,h,18/11/2017,3.4,3031,2,1,1,234,-37.7851,144.9338,Carport,1175000
20987,Footscray,4,h,18/11/2017,5.1,3011,4,1,4,594,-37.7971,144.9008,Attached Garage,1420000
20995,Frankston,3,h,18/11/2017,38.0,3199,3,2,2,594,-38.1445,145.1294,Underground,700000
20998,Frankston North,4,h,18/11/2017,36.9,3200,4,2,2,599,-38.125,145.1423,Detached Garage,595000
20999,Frankston South,4,h,18/11/2017,38.0,3199,4,2,2,773,-38.1729,145.1381,Attached Garage,737500
21001,Frankston South,3,h,18/11/2017,38.0,3199,3,1,4,706,-38.1659,145.1295,Parkade,682000
21002,Gisborne,3,h,18/11/2017,45.9,3437,3,2,2,5018,-37.5,144.5896,Carport,1100000
21003,Gladstone Park,3,h,18/11/2017,12.9,3043,3,1,1,561,-37.6964,144.8916,Detached Garage,590000
21004,Gladstone Park,3,h,18/11/2017,12.9,3043,3,1,4,549,-37.6916,144.8982,Attached Garage,650000
21006,Glen Iris,5,h,18/11/2017,7.3,3146,5,2,2,718,-37.8522,145.0864,Parkade,2625000
21009,Glen Iris,3,h,18/11/2017,7.3,3146,3,2,4,1021,-37.8528,145.0487,Attached Garage,1845000
21015,Glen Iris,4,h,18/11/2017,7.3,3146,4,2,2,706,-37.8591,145.0755,Underground,2640000
21021,Glen Waverley,3,h,18/11/2017,16.7,3150,3,1,1,729,-37.8756,145.1599,Carport,2380000
21023,Glen Waverley,4,h,18/11/2017,16.7,3150,4,2,4,732,-37.8603,145.1537,Attached Garage,1150000
21028,Glen Waverley,5,h,18/11/2017,16.7,3150,5,3,2,745,-37.8689,145.1546,Attached Garage,2202000
21029,Glen Waverley,3,h,18/11/2017,16.7,3150,3,2,2,725,-37.874,145.1499,Indoor,1605000
21031,Glen Waverley,3,h,18/11/2017,16.7,3150,3,2,2,759,-37.868,145.1501,Detached Garage,1600000
21034,Glenroy,3,h,18/11/2017,11.2,3046,3,1,2,800,-37.7039,144.9109,Parkade,1000000
21035,Glenroy,4,h,18/11/2017,11.2,3046,4,2,4,697,-37.7068,144.9034,Underground,1030000
21037,Glenroy,5,h,18/11/2017,11.2,3046,5,2,4,653,-37.6983,144.9384,Parking Pad,861960
21038,Glenroy,3,h,18/11/2017,11.2,3046,3,1,2,799,-37.6981,144.9373,Carport,1171000
21039,Glenroy,3,h,18/11/2017,11.2,3046,3,1,1,439,-37.7023,144.9489,Detached Garage,611000
21040,Glenroy,2,h,18/11/2017,11.2,3046,2,1,2,173,-37.711,144.9099,Attached Garage,512000
21044,Greensborough,3,h,18/11/2017,16.1,3088,3,2,2,359,-37.6907,145.094,Outdoor Stall,750000
21049,Greensborough,3,h,18/11/2017,16.1,3088,3,2,2,820,-37.698,145.131,Indoor,905000
21050,Greenvale,3,h,18/11/2017,20.4,3059,3,2,2,790,-37.6558,144.8958,Parkade,715000
21051,Greenvale,4,h,18/11/2017,20.4,3059,4,2,2,4007,-37.6468,144.8847,Underground,1210000
21052,Greenvale,5,h,18/11/2017,20.4,3059,5,2,2,981,-37.6529,144.8888,Carport,1020000
21056,Hampton,5,h,18/11/2017,13.8,3188,5,2,4,1088,-37.9304,144.9973,Parkade,4500000
21057,Hampton,3,h,18/11/2017,13.8,3188,3,2,2,604,-37.9322,145.0044,Carport,2390000
21059,Hampton,4,h,18/11/2017,13.8,3188,4,2,2,695,-37.9352,145.0072,Attached Garage,1900000
21060,Hampton,4,h,18/11/2017,13.8,3188,4,2,3,627,-37.9361,145.0078,Indoor,2610000
21065,Hawthorn,4,h,18/11/2017,5.3,3122,4,2,2,417,-37.8189,145.038,Detached Garage,2615000
21071,Hawthorn East,4,h,18/11/2017,6.2,3123,4,1,2,668,-37.8321,145.0447,Attached Garage,2735000
21075,Heathmont,5,h,18/11/2017,21.3,3135,5,3,2,695,-37.8326,145.2533,Detached Garage,820000
21078,Heathmont,3,h,18/11/2017,21.3,3135,3,2,2,655,-37.8371,145.2403,Detached Garage,830000
21079,Heidelberg,4,h,18/11/2017,8.9,3084,4,2,5,1051,-37.751,145.0773,Attached Garage,1540000
21081,Heidelberg Heights,3,h,18/11/2017,8.8,3081,3,1,2,560,-37.7374,145.0537,Parkade,705000
21084,Heidelberg West,4,h,18/11/2017,8.8,3081,4,2,0,408,-37.7362,145.0439,Carport,645000
21085,Highett,3,h,18/11/2017,16.0,3190,3,2,1,722,-37.9505,145.0319,Detached Garage,1325000
21088,Highett,3,h,18/11/2017,16.0,3190,3,1,2,652,-37.9502,145.0296,Carport,1200000
21090,Hillside,5,h,18/11/2017,18.0,3037,5,3,2,710,-37.6843,144.7357,Attached Garage,680000
21094,Hoppers Crossing,4,h,18/11/2017,18.4,3029,4,2,2,933,-37.8707,144.6813,Detached Garage,693000
21096,Hoppers Crossing,3,h,18/11/2017,18.4,3029,3,1,2,580,-37.8781,144.6951,Indoor,660000
21105,Jacana,3,h,18/11/2017,14.0,3047,3,1,0,592,-37.6857,144.9142,Carport,605000
21109,Keilor East,3,h,18/11/2017,11.7,3033,3,2,1,386,-37.7498,144.8539,Parkade,730000
21110,Keilor East,4,h,18/11/2017,11.7,3033,4,2,6,778,-37.741,144.8573,Underground,855000
21114,Kensington,4,h,18/11/2017,3.4,3031,4,2,1,116,-37.7893,144.9274,Detached Garage,939000
21116,Kew,4,h,18/11/2017,5.4,3101,4,3,3,531,-37.8042,145.0572,Indoor,3385000
21119,Kew,3,h,18/11/2017,5.4,3101,3,2,2,342,-37.8079,145.0318,Carport,1625000
21123,Kew East,4,h,18/11/2017,7.3,3102,4,1,1,625,-37.7968,145.0527,Parkade,1880000
21125,Kingsbury,5,h,18/11/2017,12.1,3083,5,2,3,514,-37.714,145.0385,Detached Garage,794000
21131,Lalor,5,h,18/11/2017,16.3,3075,5,1,2,636,-37.6701,145.005,Carport,591000
21132,Lalor,4,h,18/11/2017,16.3,3075,3,1,2,607,-37.6584,145.0049,Detached Garage,663500
21142,Malvern,4,h,18/11/2017,5.9,3144,4,2,4,669,-37.858,145.034,Detached Garage,3500000
21143,Malvern,4,h,18/11/2017,5.9,3144,4,3,2,308,-37.8491,145.0395,Attached Garage,2500000
21147,Malvern East,2,h,18/11/2017,8.4,3145,2,1,1,289,-37.8752,145.0496,Indoor,1235000
21151,Malvern East,3,h,18/11/2017,8.4,3145,3,1,3,561,-37.8793,145.0767,Carport,1200000
21152,Malvern East,4,h,18/11/2017,8.4,3145,4,1,2,667,-37.8796,145.0895,Detached Garage,1880000
21153,Maribyrnong,5,h,18/11/2017,4.3,3032,5,2,2,474,-37.7634,144.8859,Attached Garage,1725000
21165,Mentone,4,h,18/11/2017,20.0,3194,4,3,2,652,-37.976,145.0757,Detached Garage,1460000
21524,Abbotsford,3,h,19/08/2017,3.0,3067,3,1,2,196,-37.80094,144.99569,Indoor,1000000
21528,Albanvale,3,h,19/08/2017,14.0,3021,3,1,2,544,-37.74965,144.77009,Attached Garage,506000
21536,Altona North,3,h,19/08/2017,9.4,3025,3,1,2,563,-37.83879,144.84787,Indoor,880000
21537,Ardeer,3,h,19/08/2017,12.8,3022,3,2,2,739,-37.77245,144.8001,Parkade,730000
21540,Armadale,2,h,19/08/2017,6.3,3143,2,1,1,181,-37.8542,145.01506,Attached Garage,1460000
21541,Armadale,2,h,19/08/2017,6.3,3143,2,2,2,269,-37.85425,145.01545,Indoor,1726000
21547,Ashburton,4,h,19/08/2017,10.2,3147,4,3,2,391,-37.86664,145.08597,Detached Garage,1920000
21548,Ashwood,3,h,19/08/2017,10.2,3147,3,1,2,787,-37.86394,145.09702,Attached Garage,1575000
21551,Aspendale,4,h,19/08/2017,21.5,3195,4,2,3,549,-38.01695,145.09934,Underground,1362000
21554,Balwyn,4,h,19/08/2017,7.9,3103,4,2,2,766,-37.80455,145.06478,Detached Garage,2115000
21557,Balwyn,5,h,19/08/2017,7.9,3103,5,3,2,671,-37.81016,145.07341,Carport,2562000
21559,Balwyn,6,h,19/08/2017,7.9,3103,6,3,2,845,-37.80708,145.09699,Attached Garage,2100000
21560,Balwyn North,3,h,19/08/2017,9.7,3104,3,1,1,912,-37.79351,145.07655,Indoor,1900000
21561,Balwyn North,4,h,19/08/2017,9.7,3104,4,3,4,958,-37.78662,145.07683,Parkade,2000000
21562,Balwyn North,4,h,19/08/2017,9.7,3104,4,2,2,746,-37.79483,145.07296,Carport,2400000
21563,Balwyn North,4,h,19/08/2017,9.7,3104,4,2,2,654,-37.78458,145.07912,Detached Garage,2270000
21564,Balwyn North,5,h,19/08/2017,9.7,3104,5,4,2,708,-37.78787,145.08468,Attached Garage,2600000
21565,Balwyn North,3,h,19/08/2017,9.7,3104,3,1,2,923,-37.80081,145.09319,Indoor,2321000
21566,Balwyn North,3,h,19/08/2017,9.7,3104,3,2,1,632,-37.79094,145.07899,Carport,1890000
21572,Bentleigh,4,h,19/08/2017,11.4,3204,4,2,2,557,-37.91741,145.02873,Outdoor Stall,1895000
21578,Bentleigh East,4,h,19/08/2017,13.8,3165,4,1,2,579,-37.91524,145.07686,Parkade,1115000
21585,Bentleigh East,3,t,19/08/2017,13.8,3165,3,2,2,335,-37.91783,145.0816,Indoor,1280000
21586,Bentleigh East,2,u,19/08/2017,13.8,3165,2,2,1,212,-37.91786,145.08243,Parkade,690000
21588,Bentleigh East,4,h,19/08/2017,13.8,3165,4,1,2,581,-37.91291,145.05996,Carport,1595000
21593,Blackburn,3,t,19/08/2017,13.4,3130,3,1,1,300,-37.81156,145.14057,Carport,881000
21594,Blackburn North,4,h,19/08/2017,13.4,3130,4,2,2,543,-37.80651,145.16457,Detached Garage,1300000
21599,Briar Hill,2,t,19/08/2017,16.1,3088,2,2,1,189,-37.70835,145.11795,Outdoor Stall,625000
21604,Brighton,4,h,19/08/2017,10.5,3186,4,4,4,753,-37.89293,144.99138,Parkade,3100000
21605,Brighton,4,h,19/08/2017,10.5,3186,4,3,3,421,-37.90542,145.00604,Carport,1850000
21607,Brighton,4,h,19/08/2017,10.5,3186,4,3,2,560,-37.92314,144.99777,Attached Garage,2770000
21613,Brighton East,4,h,19/08/2017,10.3,3187,4,3,2,221,-37.90381,145.01822,Carport,1300000
21614,Broadmeadows,3,h,19/08/2017,14.0,3047,3,1,5,670,-37.69215,144.91654,Detached Garage,637000
21617,Broadmeadows,3,h,19/08/2017,14.0,3047,3,1,1,697,-37.6882,144.92541,Parkade,1335000
21623,Brunswick,3,h,19/08/2017,5.2,3056,3,1,1,277,-37.7592,144.97321,Indoor,905000
21625,Brunswick East,1,u,19/08/2017,4.0,3057,1,1,1,682,-37.7734,144.97686,Detached Garage,320000
21632,Bulleen,3,h,19/08/2017,10.8,3105,3,1,1,757,-37.78094,145.10131,Indoor,1230000
21633,Bulleen,4,h,19/08/2017,10.8,3105,4,2,2,602,-37.76012,145.0854,Carport,1240000
21635,Bundoora,3,h,19/08/2017,12.1,3083,3,1,2,896,-37.70042,145.0614,Attached Garage,1234000
21638,Burwood,3,h,19/08/2017,10.4,3125,3,2,2,708,-37.84625,145.10116,Underground,1588000
21639,Burwood East,3,h,19/08/2017,14.7,3151,4,2,2,788,-37.85985,145.15656,Outdoor Stall,1000000
21644,Campbellfield,4,h,19/08/2017,16.6,3061,4,2,4,688,-37.6714,144.95458,Indoor,650000
21645,Canterbury,5,h,19/08/2017,8.4,3126,5,2,4,692,-37.83254,145.07907,Parkade,2550000
21654,Caroline Springs,3,h,19/08/2017,14.8,3023,3,2,3,660,-37.73881,144.73543,Underground,700000
21659,Caulfield South,5,h,19/08/2017,8.7,3162,5,4,2,554,-37.89718,145.01657,Parkade,2450000
21663,Chelsea Heights,3,h,19/08/2017,27.0,3196,3,1,1,650,-38.04513,145.1346,Indoor,710000
21665,Cheltenham,2,t,19/08/2017,17.9,3192,2,2,1,836,-37.97342,145.07201,Underground,955000
21666,Cheltenham,3,h,19/08/2017,17.9,3192,3,1,1,584,-37.96402,145.06658,Outdoor Stall,1230000
21667,Clarinda,5,h,19/08/2017,17.5,3169,5,2,2,402,-37.94452,145.11108,Carport,883300
21668,Clarinda,3,h,19/08/2017,17.5,3169,3,1,2,532,-37.93765,145.10583,Detached Garage,790000
21676,Coburg,3,h,19/08/2017,6.7,3058,3,1,1,379,-37.73999,144.95141,Parkade,880000
21678,Coburg,3,h,19/08/2017,6.7,3058,3,1,2,392,-37.74671,144.95142,Detached Garage,1070000
21679,Coburg,5,h,19/08/2017,6.7,3058,5,3,4,900,-37.75402,144.95991,Attached Garage,1500000
21680,Coburg,4,h,19/08/2017,6.7,3058,4,2,1,430,-37.7505,144.97649,Carport,1085000
21684,Craigieburn,4,h,19/08/2017,20.6,3064,4,2,2,480,-37.60859,144.92138,Parkade,640000
21686,Craigieburn,3,h,19/08/2017,20.6,3064,3,1,0,947,-37.59604,144.94022,Outdoor Stall,582500
21687,Craigieburn,4,h,19/08/2017,20.6,3064,4,2,2,312,-37.56857,144.91694,Carport,480000
21690,Craigieburn,4,h,19/08/2017,20.6,3064,4,2,2,484,-37.58012,144.91998,Indoor,523000
21691,Craigieburn,3,h,19/08/2017,20.6,3064,3,2,1,321,-37.56937,144.90524,Carport,485000
21692,Craigieburn,4,h,19/08/2017,20.6,3064,4,2,2,511,-37.59372,144.89449,Detached Garage,800000
21693,Craigieburn,4,h,19/08/2017,20.6,3064,4,2,2,448,-37.57565,144.91365,Attached Garage,632000
21696,Croydon,4,h,19/08/2017,23.0,3136,4,2,2,1880,-37.79325,145.27724,Carport,1152000
21697,Dallas,3,h,19/08/2017,14.0,3047,3,1,2,560,-37.67345,144.92526,Detached Garage,475000
21703,Deer Park,3,h,19/08/2017,14.8,3023,3,1,2,712,-37.76172,144.77265,Indoor,635000
21707,Dingley Village,3,h,19/08/2017,22.2,3172,3,2,2,534,-37.98068,145.12494,Parking Pad,871000
21708,Dingley Village,4,h,19/08/2017,22.2,3172,4,2,2,364,-37.96853,145.12948,Carport,970000
21710,Doncaster,4,h,19/08/2017,12.4,3108,4,2,1,650,-37.78911,145.13724,Attached Garage,1200000
21711,Doncaster,3,h,19/08/2017,12.4,3108,3,1,2,723,-37.79309,145.14287,Indoor,1410000
21714,Doncaster East,4,h,19/08/2017,14.3,3109,4,3,2,654,-37.79739,145.14671,Outdoor Stall,1320000
21718,Doncaster East,3,h,19/08/2017,14.3,3109,3,1,2,656,-37.78081,145.15861,Attached Garage,1408000
21720,Donvale,4,h,19/08/2017,16.1,3111,4,2,2,375,-37.77559,145.17933,Parkade,1200000
21721,Donvale,3,h,19/08/2017,16.1,3111,3,2,2,243,-37.78298,145.17682,Underground,988000
21726,Eaglemont,3,h,19/08/2017,8.9,3084,3,2,2,780,-37.76617,145.05332,Parkade,1925000
21727,Edithvale,3,h,19/08/2017,27.0,3196,3,1,3,694,-38.03819,145.12443,Carport,875000
21732,Elsternwick,3,h,19/08/2017,7.2,3185,3,2,1,346,-37.88319,145.01142,Underground,2105000
21733,Elsternwick,4,h,19/08/2017,7.2,3185,4,2,1,390,-37.88785,145.00795,Outdoor Stall,2410000
21736,Eltham,3,h,19/08/2017,18.0,3095,3,2,2,868,-37.70659,145.16345,Attached Garage,810000
21738,Eltham North,6,h,19/08/2017,18.0,3095,6,3,4,966,-37.68927,145.1491,Parkade,1115000
21740,Elwood,3,h,19/08/2017,7.2,3184,3,1,2,1730,-37.8797,144.99089,Detached Garage,1380000
21743,Epping,3,h,19/08/2017,19.6,3076,3,1,2,553,-37.65701,145.02621,Parkade,678000
21744,Epping,4,h,19/08/2017,19.6,3076,4,2,2,647,-37.64213,145.06141,Carport,681000
21747,Essendon,4,h,19/08/2017,7.5,3040,4,4,3,543,-37.74633,144.89644,Carport,1600000
21750,Fairfield,4,h,19/08/2017,5.7,3078,4,2,2,485,-37.77044,145.02465,Indoor,1280000
21751,Fawkner,4,h,19/08/2017,13.1,3060,4,1,2,687,-37.71879,144.9651,Parkade,874000
21752,Ferntree Gully,3,h,19/08/2017,24.8,3156,3,1,0,720,-37.87356,145.27515,Underground,770000
21754,Ferntree Gully,4,h,19/08/2017,24.8,3156,4,3,4,793,-37.88793,145.27561,Carport,875000
21757,Fitzroy,1,t,19/08/2017,2.1,3065,1,1,1,782,-37.79617,144.97982,Indoor,580000
21761,Flemington,3,t,19/08/2017,3.4,3031,3,2,2,459,-37.78273,144.92358,Indoor,1017500
21762,Footscray,2,h,19/08/2017,5.1,3011,2,1,1,241,-37.79583,144.89406,Parkade,942000
21763,Footscray,3,h,19/08/2017,5.1,3011,3,2,0,495,-37.796,144.88966,Carport,1320000
21765,Frankston,3,h,19/08/2017,38.0,3199,3,2,1,539,-38.14406,145.16352,Attached Garage,550000
21766,Frankston,3,h,19/08/2017,38.0,3199,3,2,2,595,-38.16135,145.13374,Indoor,690000
21768,Glen Iris,2,h,19/08/2017,7.3,3146,2,1,1,151,-37.85156,145.07958,Detached Garage,708000
21769,Glen Iris,3,h,19/08/2017,7.3,3146,3,1,2,403,-37.85574,145.09051,Attached Garage,1300000
21772,Glen Iris,3,h,19/08/2017,7.3,3146,3,1,1,316,-37.84782,145.05004,Underground,1307500
21774,Glen Iris,3,h,19/08/2017,7.3,3146,3,2,1,303,-37.85678,145.05555,Parking Pad,1390000
21775,Glen Waverley,3,h,19/08/2017,16.7,3150,3,1,1,782,-37.86941,145.17108,Carport,1310000
21776,Glen Waverley,5,h,19/08/2017,16.7,3150,5,2,1,651,-37.8656,145.15034,Detached Garage,1285000
21777,Glen Waverley,4,h,19/08/2017,16.7,3150,4,2,2,768,-37.89965,145.17135,Attached Garage,1292000
21778,Glen Waverley,3,h,19/08/2017,16.7,3150,3,2,3,733,-37.89014,145.18269,Indoor,1300000
21779,Glen Waverley,4,h,19/08/2017,16.7,3150,4,1,1,654,-37.89769,145.16307,Parkade,1155000
21780,Glenroy,4,h,19/08/2017,11.2,3046,4,3,3,708,-37.70317,144.91396,Underground,831000
21782,Glenroy,3,h,19/08/2017,11.2,3046,3,1,1,308,-37.69879,144.93354,Parking Pad,570000
21783,Glenroy,2,h,19/08/2017,11.2,3046,2,1,4,712,-37.69994,144.93489,Carport,805000
21785,Gowanbrae,4,h,19/08/2017,12.9,3043,4,2,2,462,-37.69953,144.89941,Attached Garage,931000
21793,Hampton,5,h,19/08/2017,13.8,3188,5,4,2,627,-37.94109,145.00648,Parkade,2500000
21805,Hawthorn East,2,h,19/08/2017,6.2,3123,2,1,1,223,-37.82649,145.0483,Parkade,1700000
21806,Heathmont,5,h,19/08/2017,21.3,3135,5,3,2,779,-37.83015,145.24171,Carport,1825000
21807,Heathmont,3,h,19/08/2017,21.3,3135,3,1,1,715,-37.82707,145.22914,Detached Garage,1000000
21811,Highett,3,h,19/08/2017,16.0,3190,3,1,2,652,-37.95422,145.054,Carport,1080000
21812,Highett,3,h,19/08/2017,16.0,3190,3,2,1,703,-37.95457,145.05387,Detached Garage,2585000
21813,Highett,5,h,19/08/2017,16.0,3190,5,2,2,506,-37.94708,145.04056,Attached Garage,1225000
21816,Hillside,4,h,19/08/2017,18.0,3037,4,2,2,2002,-37.69547,144.73018,Attached Garage,1111000
21817,Hillside,3,h,19/08/2017,18.0,3037,3,1,1,318,-37.70388,144.75259,Indoor,478000
21819,Hoppers Crossing,3,h,19/08/2017,18.4,3029,3,1,2,538,-37.88531,144.68431,Underground,520000
21827,Jacana,4,h,19/08/2017,14.0,3047,4,3,1,693,-37.68196,144.90661,Attached Garage,650000
