,Suburb,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance
27981,Gisborne,4,h,483000,15/09/2018,3437,Northern Victoria,3376,45.9
27982,Gisborne,3,h,1217500,15/09/2018,3437,Northern Victoria,3376,45.9
27984,Glen Huntly,2,u,535000,15/09/2018,3163,Southern Metropolitan,2403,10.1
27987,Glen Iris,3,h,1100000,15/09/2018,3146,Southern Metropolitan,10412,7.3
27990,Glen Iris,4,h,1700000,15/09/2018,3146,Southern Metropolitan,10412,7.3
27992,Glen Iris,2,h,1140000,15/09/2018,3146,Southern Metropolitan,10412,7.3
27993,Glen Iris,4,h,2661000,15/09/2018,3146,Southern Metropolitan,10412,7.3
27994,Glen Iris,2,h,1220000,15/09/2018,3146,Southern Metropolitan,10412,7.3
27995,Glen Iris,2,u,655000,15/09/2018,3146,Southern Metropolitan,10412,7.3
27996,Glen Iris,4,t,1750000,15/09/2018,3146,Southern Metropolitan,10412,7.3
27998,Glen Waverley,5,h,1520000,15/09/2018,3150,Eastern Metropolitan,15321,16.7
27999,Glen Waverley,3,u,730000,15/09/2018,3150,Eastern Metropolitan,15321,16.7
28001,Glen Waverley,4,h,1410000,15/09/2018,3150,Eastern Metropolitan,15321,16.7
28003,Glen Waverley,4,t,1000000,15/09/2018,3150,Eastern Metropolitan,15321,16.7
28004,Glen Waverley,4,h,1620000,15/09/2018,3150,Eastern Metropolitan,15321,16.7
28007,Glenroy,4,h,735000,15/09/2018,3046,Northern Metropolitan,8870,11.2
28009,Glenroy,4,h,742300,15/09/2018,3046,Northern Metropolitan,8870,11.2
28010,Greensborough,4,h,1110000,15/09/2018,3088,Northern Metropolitan,8524,16.1
28011,Greensborough,3,t,800000,15/09/2018,3088,Northern Metropolitan,8524,16.1
28012,Greenvale,4,h,1775000,15/09/2018,3059,Northern Metropolitan,4864,20.4
28013,Greenvale,3,h,651000,15/09/2018,3059,Northern Metropolitan,4864,20.4
28014,Greenvale,5,h,801000,15/09/2018,3059,Northern Metropolitan,4864,20.4
28016,Hampton,4,h,2475000,15/09/2018,3188,Southern Metropolitan,5454,13.8
28020,Hampton,3,t,1840000,15/09/2018,3188,Southern Metropolitan,5454,13.8
28024,Hampton East,3,h,1110000,15/09/2018,3188,Southern Metropolitan,2356,13.8
28025,Hampton East,3,h,1500000,15/09/2018,3188,Southern Metropolitan,2356,13.8
28026,Hawthorn,1,u,385000,15/09/2018,3122,Southern Metropolitan,11308,5.3
28027,Hawthorn,4,h,2600000,15/09/2018,3122,Southern Metropolitan,11308,5.3
28028,Hawthorn,2,u,681000,15/09/2018,3122,Southern Metropolitan,11308,5.3
28029,Hawthorn,2,u,600000,15/09/2018,3122,Southern Metropolitan,11308,5.3
28032,Hawthorn,4,h,2180000,15/09/2018,3122,Southern Metropolitan,11308,5.3
28036,Hawthorn East,2,h,1321000,15/09/2018,3123,Southern Metropolitan,6482,6.2
28037,Hawthorn East,3,h,1610000,15/09/2018,3123,Southern Metropolitan,6482,6.2
28040,Hawthorn East,2,u,611000,15/09/2018,3123,Southern Metropolitan,6482,6.2
28044,Heidelberg,3,h,855000,15/09/2018,3084,Eastern Metropolitan,2890,8.9
28045,Heidelberg Heights,3,u,660000,15/09/2018,3081,Eastern Metropolitan,2947,8.8
28046,Highett,2,h,1150000,15/09/2018,3190,Southern Metropolitan,4794,16.0
28048,Highett,3,t,1240000,15/09/2018,3190,Southern Metropolitan,4794,16.0
28050,Hoppers Crossing,3,h,581000,15/09/2018,3029,Western Metropolitan,13830,18.4
28053,Ivanhoe,4,h,1220000,15/09/2018,3079,Eastern Metropolitan,5549,7.8
28054,Ivanhoe,1,u,369000,15/09/2018,3079,Eastern Metropolitan,5549,7.8
28055,Ivanhoe East,5,h,1970000,15/09/2018,3079,Eastern Metropolitan,1554,7.8
28056,Ivanhoe East,5,h,2600000,15/09/2018,3079,Eastern Metropolitan,1554,7.8
28058,Keilor East,3,h,660000,15/09/2018,3033,Western Metropolitan,5629,11.7
28062,Kew,2,t,870000,15/09/2018,3101,Southern Metropolitan,10331,5.4
28063,Kew,3,h,1510000,15/09/2018,3101,Southern Metropolitan,10331,5.4
28065,Kew East,3,t,1200000,15/09/2018,3102,Southern Metropolitan,2671,7.3
28066,Kew East,4,h,2438000,15/09/2018,3102,Southern Metropolitan,2671,7.3
28070,Kingsville,3,h,960000,15/09/2018,3012,Western Metropolitan,1808,6.4
28073,Lalor,3,h,615000,15/09/2018,3075,Northern Metropolitan,8279,16.3
28074,Lalor,4,h,570000,15/09/2018,3075,Northern Metropolitan,8279,16.3
28076,Lalor,4,h,640500,15/09/2018,3075,Northern Metropolitan,8279,16.3
28077,Laverton,3,h,540000,15/09/2018,3028,Western Metropolitan,2004,15.5
28079,Lower Plenty,4,h,2000000,15/09/2018,3093,Eastern Metropolitan,1624,14.6
28080,Macleod,4,h,1105000,15/09/2018,3085,Northern Metropolitan,4168,12.7
28082,Maidstone,3,h,770000,15/09/2018,3012,Western Metropolitan,3873,6.4
28083,Malvern,3,h,1950000,15/09/2018,3144,Southern Metropolitan,4675,5.9
28084,Malvern,1,u,430000,15/09/2018,3144,Southern Metropolitan,4675,5.9
28085,Malvern East,5,h,2350000,15/09/2018,3145,Southern Metropolitan,8801,8.4
28086,Malvern East,2,h,951000,15/09/2018,3145,Southern Metropolitan,8801,8.4
28088,Malvern East,2,u,680000,15/09/2018,3145,Southern Metropolitan,8801,8.4
28089,Malvern East,2,u,595000,15/09/2018,3145,Southern Metropolitan,8801,8.4
28092,Malvern East,2,h,1100000,15/09/2018,3145,Southern Metropolitan,8801,8.4
28094,Maribyrnong,3,h,855000,15/09/2018,3032,Western Metropolitan,4918,4.3
28095,Maribyrnong,2,u,529000,15/09/2018,3032,Western Metropolitan,4918,4.3
28097,Maribyrnong,1,u,350000,15/09/2018,3032,Western Metropolitan,4918,4.3
28098,McKinnon,3,h,1602000,15/09/2018,3204,Southern Metropolitan,2397,11.4
28100,Meadow Heights,3,h,572500,15/09/2018,3048,Northern Metropolitan,4704,17.4
28101,Melbourne,2,u,460500,15/09/2018,3000,Northern Metropolitan,17496,0.0
28102,Mentone,1,h,366000,15/09/2018,3194,South-Eastern Metropolitan,6162,20.0
28107,Mickleham,4,h,1950000,15/09/2018,3064,Northern Metropolitan,1158,20.6
28108,Mill Park,3,u,580000,15/09/2018,3082,Northern Metropolitan,10529,17.9
28112,Mill Park,3,h,636000,15/09/2018,3082,Northern Metropolitan,10529,17.9
28113,Mill Park,3,h,596500,15/09/2018,3082,Northern Metropolitan,10529,17.9
28117,Monbulk,3,h,653000,15/09/2018,3793,Eastern Victoria,1424,34.1
28118,Moonee Ponds,4,h,1700000,15/09/2018,3039,Western Metropolitan,6232,6.2
28119,Moonee Ponds,2,h,995000,15/09/2018,3039,Western Metropolitan,6232,6.2
28122,Moorabbin,4,t,1300000,15/09/2018,3189,Southern Metropolitan,2555,14.3
28123,Mount Waverley,5,h,2400000,15/09/2018,3149,Eastern Metropolitan,13366,14.2
28124,Mount Waverley,3,u,690000,15/09/2018,3149,Eastern Metropolitan,13366,14.2
28125,Mount Waverley,4,h,2400000,15/09/2018,3149,Eastern Metropolitan,13366,14.2
28126,Mulgrave,5,h,1386000,15/09/2018,3170,South-Eastern Metropolitan,7113,18.8
28127,Mulgrave,5,h,960000,15/09/2018,3170,South-Eastern Metropolitan,7113,18.8
28130,Murrumbeena,2,h,850000,15/09/2018,3163,Southern Metropolitan,4442,10.1
28133,Newport,3,t,880000,15/09/2018,3015,Western Metropolitan,5498,6.2
28135,Niddrie,2,h,930000,15/09/2018,3042,Western Metropolitan,2291,10.4
28140,North Melbourne,2,t,895000,15/09/2018,3051,Northern Metropolitan,6821,1.8
28141,Northcote,2,h,971000,15/09/2018,3070,Northern Metropolitan,11364,5.3
28142,Northcote,3,h,857000,15/09/2018,3070,Northern Metropolitan,11364,5.3
28143,Northcote,2,h,1230000,15/09/2018,3070,Northern Metropolitan,11364,5.3
28144,Northcote,3,t,935000,15/09/2018,3070,Northern Metropolitan,11364,5.3
28145,Northcote,3,h,1160000,15/09/2018,3070,Northern Metropolitan,11364,5.3
28146,Oak Park,3,t,695000,15/09/2018,3046,Northern Metropolitan,2651,11.2
28147,Oakleigh East,3,h,875000,15/09/2018,3166,Southern Metropolitan,2547,12.3
28148,Oakleigh East,4,t,900000,15/09/2018,3166,Southern Metropolitan,2547,12.3
28150,Ormond,3,h,885000,15/09/2018,3204,Southern Metropolitan,3578,11.4
28152,Parkdale,2,u,580000,15/09/2018,3195,South-Eastern Metropolitan,5087,21.5
28153,Parkdale,4,h,1175000,15/09/2018,3195,South-Eastern Metropolitan,5087,21.5
28154,Parkdale,3,h,1100000,15/09/2018,3195,South-Eastern Metropolitan,5087,21.5
28156,Parkdale,2,u,648000,15/09/2018,3195,South-Eastern Metropolitan,5087,21.5
28157,Parkville,3,t,1050000,15/09/2018,3052,Northern Metropolitan,2309,1.8
28158,Pascoe Vale,3,h,920000,15/09/2018,3044,Northern Metropolitan,7485,8.5
28159,Pascoe Vale,2,t,584000,15/09/2018,3044,Northern Metropolitan,7485,8.5
28160,Pascoe Vale,3,u,575000,15/09/2018,3044,Northern Metropolitan,7485,8.5
28161,Patterson Lakes,4,t,770000,15/09/2018,3197,South-Eastern Metropolitan,3351,31.2
28162,Patterson Lakes,3,u,700000,15/09/2018,3197,South-Eastern Metropolitan,3351,31.2
28163,Point Cook,4,h,650000,15/09/2018,3030,Western Metropolitan,15542,14.7
28168,Port Melbourne,3,h,1145000,15/09/2018,3207,Southern Metropolitan,8648,3.5
28170,Port Melbourne,2,h,1289000,15/09/2018,3207,Southern Metropolitan,8648,3.5
28171,Port Melbourne,2,u,718000,15/09/2018,3207,Southern Metropolitan,8648,3.5
28172,Port Melbourne,2,h,1015000,15/09/2018,3207,Southern Metropolitan,8648,3.5
28175,Prahran,2,u,715500,15/09/2018,3181,Southern Metropolitan,7717,4.6
28176,Prahran,4,h,2675000,15/09/2018,3181,Southern Metropolitan,7717,4.6
28177,Prahran,1,u,470000,15/09/2018,3181,Southern Metropolitan,7717,4.6
28178,Prahran,2,u,592100,15/09/2018,3181,Southern Metropolitan,7717,4.6
28179,Preston,3,h,880000,15/09/2018,3072,Northern Metropolitan,14577,8.4
28180,Preston,3,h,850000,15/09/2018,3072,Northern Metropolitan,14577,8.4
28182,Preston,3,u,750000,15/09/2018,3072,Northern Metropolitan,14577,8.4
28183,Preston,2,t,585000,15/09/2018,3072,Northern Metropolitan,14577,8.4
28184,Preston,3,h,865050,15/09/2018,3072,Northern Metropolitan,14577,8.4
28185,Preston,2,u,515000,15/09/2018,3072,Northern Metropolitan,14577,8.4
28186,Preston,3,h,885000,15/09/2018,3072,Northern Metropolitan,14577,8.4
28187,Reservoir,2,u,450000,15/09/2018,3073,Northern Metropolitan,21650,12.0
28189,Reservoir,3,h,775000,15/09/2018,3073,Northern Metropolitan,21650,12.0
28190,Reservoir,2,u,481000,15/09/2018,3073,Northern Metropolitan,21650,12.0
28191,Reservoir,2,h,595000,15/09/2018,3073,Northern Metropolitan,21650,12.0
28194,Reservoir,2,h,720000,15/09/2018,3073,Northern Metropolitan,21650,12.0
28195,Reservoir,3,t,600000,15/09/2018,3073,Northern Metropolitan,21650,12.0
28196,Reservoir,2,u,460000,15/09/2018,3073,Northern Metropolitan,21650,12.0
28198,Reservoir,3,u,734500,15/09/2018,3073,Northern Metropolitan,21650,12.0
28199,Reservoir,3,h,900000,15/09/2018,3073,Northern Metropolitan,21650,12.0
28200,Richmond,2,u,600000,15/09/2018,3121,Northern Metropolitan,14949,2.4
28201,Richmond,2,h,1070000,15/09/2018,3121,Northern Metropolitan,14949,2.4
28202,Richmond,2,u,570000,15/09/2018,3121,Northern Metropolitan,14949,2.4
28203,Richmond,1,u,558000,15/09/2018,3121,Northern Metropolitan,14949,2.4
28204,Richmond,2,u,1245000,15/09/2018,3121,Northern Metropolitan,14949,2.4
28206,Richmond,1,u,445000,15/09/2018,3121,Northern Metropolitan,14949,2.4
28207,Ringwood East,5,h,820000,15/09/2018,3135,Eastern Metropolitan,4407,21.3
28208,Ringwood East,3,t,850000,15/09/2018,3135,Eastern Metropolitan,4407,21.3
28209,Rosanna,3,h,910000,15/09/2018,3084,Eastern Metropolitan,3540,8.9
28212,Roxburgh Park,4,h,698500,15/09/2018,3064,Northern Metropolitan,5833,20.6
28213,Seddon,3,h,1205000,15/09/2018,3011,Western Metropolitan,2417,5.1
28214,South Melbourne,1,u,290000,15/09/2018,3205,Southern Metropolitan,5943,1.9
28215,South Morang,3,h,647000,15/09/2018,3752,Northern Metropolitan,7969,20.5
28216,South Morang,5,h,879000,15/09/2018,3752,Northern Metropolitan,7969,20.5
28217,South Morang,3,h,627000,15/09/2018,3752,Northern Metropolitan,7969,20.5
28219,South Yarra,2,u,660000,15/09/2018,3141,Southern Metropolitan,14887,2.7
28220,South Yarra,2,h,901000,15/09/2018,3141,Southern Metropolitan,14887,2.7
28221,Southbank,1,u,375000,15/09/2018,3006,Southern Metropolitan,8400,0.7
28224,Southbank,2,u,550000,15/09/2018,3006,Southern Metropolitan,8400,0.7
28227,St Kilda,2,u,760000,15/09/2018,3182,Southern Metropolitan,13240,5.0
28229,St Kilda,2,u,525000,15/09/2018,3182,Southern Metropolitan,13240,5.0
28230,St Kilda,2,u,680000,15/09/2018,3182,Southern Metropolitan,13240,5.0
28231,St Kilda,2,u,618500,15/09/2018,3182,Southern Metropolitan,13240,5.0
28233,St Kilda,4,t,1650000,15/09/2018,3182,Southern Metropolitan,13240,5.0
28234,Strathmore,2,h,680000,15/09/2018,3041,Western Metropolitan,3284,8.2
28235,Strathmore,5,h,1430000,15/09/2018,3041,Western Metropolitan,3284,8.2
28236,Strathmore,3,t,900000,15/09/2018,3041,Western Metropolitan,3284,8.2
28238,Sunshine,3,h,673000,15/09/2018,3020,Western Metropolitan,3755,10.5
28239,Sunshine North,3,h,700000,15/09/2018,3020,Western Metropolitan,4217,10.5
28240,Sunshine West,4,h,820000,15/09/2018,3020,Western Metropolitan,6763,10.5
28241,Sunshine West,3,h,726000,15/09/2018,3020,Western Metropolitan,6763,10.5
28243,Surrey Hills,3,h,1650000,15/09/2018,3127,Southern Metropolitan,5457,10.2
28244,Surrey Hills,4,h,1961000,15/09/2018,3127,Southern Metropolitan,5457,10.2
28245,Surrey Hills,5,h,2425000,15/09/2018,3127,Southern Metropolitan,5457,10.2
28246,Surrey Hills,4,h,1815000,15/09/2018,3127,Southern Metropolitan,5457,10.2
28248,Surrey Hills,3,h,1905000,15/09/2018,3127,Southern Metropolitan,5457,10.2
28249,Surrey Hills,5,h,1575000,15/09/2018,3127,Southern Metropolitan,5457,10.2
28250,Surrey Hills,4,t,1720000,15/09/2018,3127,Southern Metropolitan,5457,10.2
28253,Taylors Lakes,4,u,625000,15/09/2018,3038,Western Metropolitan,5336,15.5
28254,Taylors Lakes,3,u,640000,15/09/2018,3038,Western Metropolitan,5336,15.5
28255,Templestowe,3,t,800000,15/09/2018,3106,Eastern Metropolitan,6202,15.5
28256,Templestowe,3,h,1430000,15/09/2018,3106,Eastern Metropolitan,6202,15.5
28257,Templestowe Lower,5,h,1170000,15/09/2018,3107,Eastern Metropolitan,5420,12.4
28258,Thomastown,3,h,589000,15/09/2018,3074,Northern Metropolitan,7955,15.3
28259,Thomastown,3,h,630000,15/09/2018,3074,Northern Metropolitan,7955,15.3
28260,Thomastown,3,h,625000,15/09/2018,3074,Northern Metropolitan,7955,15.3
28261,Thomastown,3,h,560000,15/09/2018,3074,Northern Metropolitan,7955,15.3
28262,Thomastown,3,h,585000,15/09/2018,3074,Northern Metropolitan,7955,15.3
28263,Thomastown,3,u,618250,15/09/2018,3074,Northern Metropolitan,7955,15.3
28264,Thornbury,3,h,1000000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28265,Thornbury,2,u,480000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28266,Thornbury,4,h,1250000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28267,Thornbury,2,h,1260000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28268,Thornbury,3,h,1080000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28269,Thornbury,2,u,531000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28270,Thornbury,3,t,840000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28271,Thornbury,3,h,892500,15/09/2018,3071,Northern Metropolitan,8870,7.0
28272,Thornbury,2,h,615000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28273,Thornbury,3,h,1510000,15/09/2018,3071,Northern Metropolitan,8870,7.0
28274,Toorak,2,t,700000,15/09/2018,3142,Southern Metropolitan,7217,4.1
28275,Toorak,2,h,1260000,15/09/2018,3142,Southern Metropolitan,7217,4.1
28276,Toorak,2,u,795000,15/09/2018,3142,Southern Metropolitan,7217,4.1
28277,Toorak,2,u,630000,15/09/2018,3142,Southern Metropolitan,7217,4.1
28278,Toorak,3,u,2800000,15/09/2018,3142,Southern Metropolitan,7217,4.1
28279,Tullamarine,3,h,600000,15/09/2018,3043,Western Metropolitan,3296,12.9
28280,Tullamarine,3,h,512500,15/09/2018,3043,Western Metropolitan,3296,12.9
28281,Tullamarine,2,u,346000,15/09/2018,3043,Western Metropolitan,3296,12.9
28282,Viewbank,4,h,933000,15/09/2018,3084,Eastern Metropolitan,2698,8.9
28283,Viewbank,3,h,855000,15/09/2018,3084,Eastern Metropolitan,2698,8.9
28284,Viewbank,4,h,1200000,15/09/2018,3084,Eastern Metropolitan,2698,8.9
28285,Wantirna,3,h,820000,15/09/2018,3152,Eastern Metropolitan,5424,14.7
28286,Wantirna,5,h,1280000,15/09/2018,3152,Eastern Metropolitan,5424,14.7
28288,Warrandyte,5,h,1763000,15/09/2018,3113,Eastern Metropolitan,2003,21.1
28289,Watsonia,3,h,820000,15/09/2018,3087,Northern Metropolitan,2329,14.5
28291,Watsonia North,3,h,665000,15/09/2018,3087,Northern Metropolitan,1442,14.5
28292,Werribee,4,h,490000,15/09/2018,3030,Western Metropolitan,16166,14.7
28295,West Footscray,3,h,916000,15/09/2018,3012,Western Metropolitan,5058,6.4
28297,Williamstown,3,h,1430000,15/09/2018,3016,Western Metropolitan,6380,6.8
28300,Williamstown,4,h,2350000,15/09/2018,3016,Western Metropolitan,6380,6.8
28301,Williamstown,4,h,2370000,15/09/2018,3016,Western Metropolitan,6380,6.8
28303,Williamstown North,2,h,826000,15/09/2018,3016,Western Metropolitan,802,6.8
28305,Windsor,4,h,2500000,15/09/2018,3181,Southern Metropolitan,4380,4.6
28307,Windsor,3,h,2850000,15/09/2018,3181,Southern Metropolitan,4380,4.6
28309,Wollert,4,h,482000,15/09/2018,3750,Northern Metropolitan,2940,25.5
28310,Wollert,4,h,647500,15/09/2018,3750,Northern Metropolitan,2940,25.5
28311,Wollert,3,h,435000,15/09/2018,3750,Northern Metropolitan,2940,25.5
28312,Yarraville,3,h,1575000,15/09/2018,3013,Western Metropolitan,6543,6.3
28313,Yarraville,1,u,370000,15/09/2018,3013,Western Metropolitan,6543,6.3
28314,Abbotsford,2,h,1310000,15/10/2016,3067,Northern Metropolitan,4019,3.0
28315,Aberfeldie,1,h,1720000,15/10/2016,3040,Western Metropolitan,1543,7.5
28316,Aberfeldie,2,h,1705000,15/10/2016,3040,Western Metropolitan,1543,7.5
28317,Airport West,4,h,985000,15/10/2016,3042,Western Metropolitan,3464,10.4
28318,Airport West,3,t,700000,15/10/2016,3042,Western Metropolitan,3464,10.4
28319,Airport West,2,u,509500,15/10/2016,3042,Western Metropolitan,3464,10.4
28320,Albanvale,3,h,495000,15/10/2016,3021,Western Metropolitan,1899,14.0
28321,Albert Park,3,h,2575000,15/10/2016,3206,Southern Metropolitan,3280,3.0
28322,Albert Park,2,h,1322500,15/10/2016,3206,Southern Metropolitan,3280,3.0
28324,Albert Park,2,h,1562500,15/10/2016,3206,Southern Metropolitan,3280,3.0
28325,Albion,2,h,670000,15/10/2016,3020,Western Metropolitan,2185,10.5
28326,Albion,4,h,644500,15/10/2016,3020,Western Metropolitan,2185,10.5
28327,Alphington,3,h,2000000,15/10/2016,3078,Northern Metropolitan,2211,5.7
28328,Altona,2,u,447000,15/10/2016,3018,Western Metropolitan,5301,11.0
28329,Altona Meadows,4,h,750000,15/10/2016,3028,Western Metropolitan,7630,15.5
28330,Altona Meadows,7,h,870000,15/10/2016,3028,Western Metropolitan,7630,15.5
28331,Altona North,3,h,708000,15/10/2016,3025,Western Metropolitan,5132,9.4
28332,Altona North,3,t,656000,15/10/2016,3025,Western Metropolitan,5132,9.4
28333,Altona North,4,h,883000,15/10/2016,3025,Western Metropolitan,5132,9.4
28334,Altona North,4,h,965000,15/10/2016,3025,Western Metropolitan,5132,9.4
28335,Altona North,3,h,870000,15/10/2016,3025,Western Metropolitan,5132,9.4
28336,Altona North,3,h,681000,15/10/2016,3025,Western Metropolitan,5132,9.4
28338,Armadale,3,h,1800000,15/10/2016,3143,Southern Metropolitan,4836,6.3
28340,Armadale,4,h,2200000,15/10/2016,3143,Southern Metropolitan,4836,6.3
28341,Ascot Vale,4,h,1100000,15/10/2016,3032,Western Metropolitan,6567,4.3
28342,Ascot Vale,3,h,1255000,15/10/2016,3032,Western Metropolitan,6567,4.3
28343,Ascot Vale,4,h,1483000,15/10/2016,3032,Western Metropolitan,6567,4.3
28344,Ascot Vale,2,u,432000,15/10/2016,3032,Western Metropolitan,6567,4.3
28345,Ashburton,3,h,1665000,15/10/2016,3147,Southern Metropolitan,3052,10.2
28346,Ashwood,3,h,1631000,15/10/2016,3147,Southern Metropolitan,2894,10.2
28348,Ashwood,4,h,1500000,15/10/2016,3147,Southern Metropolitan,2894,10.2
28349,Aspendale,4,h,895000,15/10/2016,3195,South-Eastern Metropolitan,2824,21.5
28350,Aspendale,3,t,1250000,15/10/2016,3195,South-Eastern Metropolitan,2824,21.5
28351,Aspendale,3,h,962000,15/10/2016,3195,South-Eastern Metropolitan,2824,21.5
28353,Avondale Heights,3,h,650000,15/10/2016,3034,Western Metropolitan,4502,9.5
28354,Avondale Heights,3,h,725000,15/10/2016,3034,Western Metropolitan,4502,9.5
28355,Balaclava,2,u,502500,15/10/2016,3183,Southern Metropolitan,2952,6.4
28356,Balaclava,2,u,520000,15/10/2016,3183,Southern Metropolitan,2952,6.4
28357,Balwyn,4,h,2730000,15/10/2016,3103,Southern Metropolitan,5682,7.9
28358,Balwyn,4,h,2410000,15/10/2016,3103,Southern Metropolitan,5682,7.9
28359,Balwyn,4,h,2530000,15/10/2016,3103,Southern Metropolitan,5682,7.9
28363,Balwyn North,5,h,1750000,15/10/2016,3104,Southern Metropolitan,7809,9.7
28364,Balwyn North,3,h,1636000,15/10/2016,3104,Southern Metropolitan,7809,9.7
28365,Balwyn North,5,h,2000000,15/10/2016,3104,Southern Metropolitan,7809,9.7
28366,Balwyn North,3,h,1480000,15/10/2016,3104,Southern Metropolitan,7809,9.7
28368,Balwyn North,4,h,3000000,15/10/2016,3104,Southern Metropolitan,7809,9.7
28369,Balwyn North,3,h,1818000,15/10/2016,3104,Southern Metropolitan,7809,9.7
28371,Bayswater,4,h,818000,15/10/2016,3153,Eastern Metropolitan,5030,23.2
28374,Beaumaris,4,h,1307000,15/10/2016,3193,Southern Metropolitan,5366,17.3
28375,Bentleigh,3,h,1293000,15/10/2016,3204,Southern Metropolitan,6795,11.4
28376,Bentleigh,4,h,1250000,15/10/2016,3204,Southern Metropolitan,6795,11.4
28377,Bentleigh,3,h,1390000,15/10/2016,3204,Southern Metropolitan,6795,11.4
28378,Bentleigh,3,h,1400000,15/10/2016,3204,Southern Metropolitan,6795,11.4
28379,Bentleigh,3,h,1328000,15/10/2016,3204,Southern Metropolitan,6795,11.4
28380,Bentleigh,4,t,1247000,15/10/2016,3204,Southern Metropolitan,6795,11.4
28381,Bentleigh,3,h,1311000,15/10/2016,3204,Southern Metropolitan,6795,11.4
28382,Bentleigh,3,h,1100000,15/10/2016,3204,Southern Metropolitan,6795,11.4
28385,Bentleigh East,3,h,1085000,15/10/2016,3165,Southern Metropolitan,10969,13.8
28386,Bentleigh East,4,t,1325000,15/10/2016,3165,Southern Metropolitan,10969,13.8
28387,Berwick,4,h,850000,15/10/2016,3806,Eastern Victoria,17093,35.2
28388,Black Rock,3,t,880000,15/10/2016,3193,Southern Metropolitan,2866,17.3
28389,Black Rock,2,u,1100000,15/10/2016,3193,Southern Metropolitan,2866,17.3
28390,Black Rock,4,h,1650000,15/10/2016,3193,Southern Metropolitan,2866,17.3
28391,Blackburn,4,h,2000000,15/10/2016,3130,Eastern Metropolitan,5713,13.4
28392,Blackburn,3,t,1258000,15/10/2016,3130,Eastern Metropolitan,5713,13.4
28393,Blackburn,3,h,1290000,15/10/2016,3130,Eastern Metropolitan,5713,13.4
28394,Blackburn North,4,h,1110000,15/10/2016,3130,Eastern Metropolitan,2867,13.4
28395,Blackburn North,3,u,690000,15/10/2016,3130,Eastern Metropolitan,2867,13.4
28396,Blackburn South,3,h,1340000,15/10/2016,3130,Eastern Metropolitan,4387,13.4
28397,Boronia,5,h,785000,15/10/2016,3155,Eastern Metropolitan,9704,25.0
28398,Box Hill,4,t,975000,15/10/2016,3128,Eastern Metropolitan,4605,10.9
28399,Box Hill,3,h,1325000,15/10/2016,3128,Eastern Metropolitan,4605,10.9
28400,Box Hill,3,t,750000,15/10/2016,3128,Eastern Metropolitan,4605,10.9
28401,Box Hill,3,h,1400000,15/10/2016,3128,Eastern Metropolitan,4605,10.9
28402,Box Hill,3,h,1500000,15/10/2016,3128,Eastern Metropolitan,4605,10.9
28403,Briar Hill,3,h,770000,15/10/2016,3088,Eastern Metropolitan,1390,16.1
28404,Brighton,4,h,3295888,15/10/2016,3186,Southern Metropolitan,10579,10.5
28405,Brighton,3,h,1205000,15/10/2016,3186,Southern Metropolitan,10579,10.5
28406,Brighton,1,u,375000,15/10/2016,3186,Southern Metropolitan,10579,10.5
28408,Brighton,2,u,756000,15/10/2016,3186,Southern Metropolitan,10579,10.5
28410,Brighton East,4,h,2050000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28411,Brighton East,5,h,2550000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28412,Brighton East,2,u,905000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28413,Brighton East,3,h,1355000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28414,Brighton East,2,h,1845000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28415,Brighton East,4,h,2110000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28416,Brighton East,5,h,1760000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28417,Brighton East,4,h,2655000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28418,Brighton East,5,h,2050000,15/10/2016,3187,Southern Metropolitan,6938,10.3
28419,Broadmeadows,3,h,591000,15/10/2016,3047,Northern Metropolitan,4294,14.0
28421,Brunswick,2,h,770000,15/10/2016,3056,Northern Metropolitan,11918,5.2
28422,Brunswick,1,u,279500,15/10/2016,3056,Northern Metropolitan,11918,5.2
28423,Brunswick,4,h,1800000,15/10/2016,3056,Northern Metropolitan,11918,5.2
28425,Brunswick,4,h,1350000,15/10/2016,3056,Northern Metropolitan,11918,5.2
28426,Brunswick,4,h,1320000,15/10/2016,3056,Northern Metropolitan,11918,5.2
28429,Brunswick East,3,h,1170000,15/10/2016,3057,Northern Metropolitan,5533,4.0
28430,Brunswick East,1,u,370000,15/10/2016,3057,Northern Metropolitan,5533,4.0
28433,Brunswick West,7,h,1205000,15/10/2016,3055,Northern Metropolitan,7082,5.2
28434,Brunswick West,3,t,775000,15/10/2016,3055,Northern Metropolitan,7082,5.2
