,Date,Suburb,Postcode,Distance,Type,Rooms,Price
24176,13/05/2017,Oak Park,3046,11.2,h,3,1400000
24177,13/05/2017,Oakleigh,3166,12.3,u,3,655000
24178,13/05/2017,Oakleigh,3166,12.3,h,5,1351000
24179,13/05/2017,Oakleigh,3166,12.3,h,3,1205000
24180,13/05/2017,Oakleigh East,3166,12.3,h,3,1210000
24181,13/05/2017,Oakleigh South,3167,15.5,h,4,1410000
24182,13/05/2017,Oakleigh South,3167,15.5,u,3,815000
24183,13/05/2017,Ormond,3204,11.4,u,3,960000
24184,13/05/2017,Ormond,3204,11.4,h,4,1486000
24186,13/05/2017,Parkdale,3195,21.5,h,3,1010000
24187,13/05/2017,Parkdale,3195,21.5,t,3,1120000
24188,13/05/2017,Parkdale,3195,21.5,t,3,930000
24189,13/05/2017,Parkdale,3195,21.5,h,4,1865000
24190,13/05/2017,Parkville,3052,1.8,h,4,3970000
24191,13/05/2017,Pascoe Vale,3044,8.5,t,2,660000
24192,13/05/2017,Pascoe Vale,3044,8.5,h,4,770000
24193,13/05/2017,Pascoe Vale,3044,8.5,u,2,496000
24194,13/05/2017,Pascoe Vale,3044,8.5,h,3,585000
24195,13/05/2017,Pascoe Vale,3044,8.5,t,2,540000
24197,13/05/2017,Pascoe Vale,3044,8.5,h,3,708000
24198,13/05/2017,Pascoe Vale,3044,8.5,u,2,497000
24199,13/05/2017,Pascoe Vale,3044,8.5,h,3,800000
24202,13/05/2017,Port Melbourne,3207,3.5,h,4,1995000
24204,13/05/2017,Port Melbourne,3207,3.5,u,2,575000
24205,13/05/2017,Port Melbourne,3207,3.5,h,2,1000000
24207,13/05/2017,Prahran,3181,4.6,u,2,805000
24209,13/05/2017,Prahran,3181,4.6,h,2,1615000
24210,13/05/2017,Prahran,3181,4.6,u,2,645000
24212,13/05/2017,Prahran,3181,4.6,u,2,550000
24213,13/05/2017,Prahran,3181,4.6,u,1,410000
24214,13/05/2017,Preston,3072,8.4,h,4,770000
24215,13/05/2017,Preston,3072,8.4,h,3,800000
24216,13/05/2017,Preston,3072,8.4,h,4,1075000
24217,13/05/2017,Preston,3072,8.4,h,3,1015000
24218,13/05/2017,Preston,3072,8.4,h,2,825000
24219,13/05/2017,Preston,3072,8.4,u,2,532500
24220,13/05/2017,Preston,3072,8.4,t,3,880000
24221,13/05/2017,Preston,3072,8.4,h,3,1020000
24222,13/05/2017,Reservoir,3073,12.0,h,2,980000
24223,13/05/2017,Reservoir,3073,12.0,h,4,678500
24224,13/05/2017,Reservoir,3073,12.0,h,2,861500
24225,13/05/2017,Reservoir,3073,12.0,h,3,801000
24226,13/05/2017,Reservoir,3073,12.0,h,4,1150000
24227,13/05/2017,Reservoir,3073,12.0,h,3,760000
24228,13/05/2017,Reservoir,3073,12.0,u,2,490000
24229,13/05/2017,Reservoir,3073,12.0,h,3,605000
24230,13/05/2017,Reservoir,3073,12.0,h,3,810000
24231,13/05/2017,Reservoir,3073,12.0,t,2,652000
24232,13/05/2017,Richmond,3121,2.4,u,2,690000
24233,13/05/2017,Richmond,3121,2.4,h,2,1050000
24234,13/05/2017,Richmond,3121,2.4,h,3,2060000
24235,13/05/2017,Richmond,3121,2.4,u,2,490000
24237,13/05/2017,Ringwood,3134,19.9,h,3,740000
24238,13/05/2017,Ringwood,3134,19.9,h,4,928000
24239,13/05/2017,Ringwood East,3135,21.3,h,4,886000
24240,13/05/2017,Ringwood East,3135,21.3,h,3,1090000
24241,13/05/2017,Ringwood North,3134,19.9,h,3,1010000
24242,13/05/2017,Ringwood North,3134,19.9,t,2,580000
24245,13/05/2017,Rosanna,3084,8.9,h,4,1150000
24246,13/05/2017,Roxburgh Park,3064,20.6,h,4,513000
24247,13/05/2017,Roxburgh Park,3064,20.6,h,5,840000
24248,13/05/2017,Roxburgh Park,3064,20.6,h,4,465000
24249,13/05/2017,Sandringham,3191,15.2,u,2,535000
24252,13/05/2017,Seaford,3198,35.4,h,4,730000
24253,13/05/2017,Seaford,3198,35.4,h,4,770000
24254,13/05/2017,Seddon,3011,5.1,h,2,665000
24255,13/05/2017,Seddon,3011,5.1,h,3,950000
24256,13/05/2017,South Kingsville,3015,6.2,t,3,815000
24257,13/05/2017,South Kingsville,3015,6.2,u,2,321000
24258,13/05/2017,South Melbourne,3205,1.9,t,2,1100000
24260,13/05/2017,South Melbourne,3205,1.9,h,3,1820000
24261,13/05/2017,South Morang,3752,20.5,h,2,420000
24262,13/05/2017,South Morang,3752,20.5,h,4,522000
24263,13/05/2017,South Morang,3752,20.5,h,4,683500
24264,13/05/2017,South Morang,3752,20.5,h,5,730000
24265,13/05/2017,South Morang,3752,20.5,t,3,430000
24267,13/05/2017,South Yarra,3141,2.7,u,3,920000
24269,13/05/2017,South Yarra,3141,2.7,u,2,615000
24271,13/05/2017,South Yarra,3141,2.7,u,2,642000
24273,13/05/2017,Southbank,3006,0.7,u,2,580000
24275,13/05/2017,Spotswood,3015,6.2,h,3,1100000
24276,13/05/2017,St Albans,3021,14.0,h,5,660000
24279,13/05/2017,St Albans,3021,14.0,h,2,680000
24280,13/05/2017,St Helena,3088,16.1,h,5,1005000
24282,13/05/2017,St Kilda,3182,5.0,t,2,1077000
24283,13/05/2017,St Kilda,3182,5.0,h,2,1301000
24285,13/05/2017,St Kilda,3182,5.0,h,2,1440000
24286,13/05/2017,St Kilda,3182,5.0,u,1,410000
24287,13/05/2017,Strathmore,3041,8.2,h,3,900000
24288,13/05/2017,Sunbury,3429,31.7,h,3,308000
24289,13/05/2017,Sunshine North,3020,10.5,h,3,718000
24290,13/05/2017,Sunshine West,3020,10.5,h,4,685000
24291,13/05/2017,Sunshine West,3020,10.5,h,3,475000
24292,13/05/2017,Surrey Hills,3127,10.2,u,2,825000
24293,13/05/2017,Surrey Hills,3127,10.2,h,3,1525000
24295,13/05/2017,Surrey Hills,3127,10.2,h,2,1260000
24298,13/05/2017,Surrey Hills,3127,10.2,h,4,2360000
24299,13/05/2017,Sydenham,3037,18.0,h,3,571000
24300,13/05/2017,Tarneit,3029,18.4,h,3,482000
24301,13/05/2017,Tarneit,3029,18.4,h,5,750000
24302,13/05/2017,Tarneit,3029,18.4,h,4,508000
24303,13/05/2017,Taylors Lakes,3038,15.5,h,3,625000
24304,13/05/2017,Templestowe,3106,15.5,h,4,1475000
24305,13/05/2017,Templestowe,3106,15.5,h,3,1210000
24306,13/05/2017,Templestowe,3106,15.5,h,3,868000
24307,13/05/2017,Templestowe,3106,15.5,h,4,1583000
24308,13/05/2017,Templestowe Lower,3107,12.4,h,4,1181000
24309,13/05/2017,Templestowe Lower,3107,12.4,h,3,1385000
24310,13/05/2017,Thomastown,3074,15.3,h,3,700000
24311,13/05/2017,Thomastown,3074,15.3,h,3,838000
24312,13/05/2017,Thomastown,3074,15.3,h,4,670000
24314,13/05/2017,Thomastown,3074,15.3,h,3,647000
24316,13/05/2017,Thornbury,3071,7.0,t,3,865000
24317,13/05/2017,Thornbury,3071,7.0,u,2,462000
24318,13/05/2017,Thornbury,3071,7.0,h,3,1100000
24319,13/05/2017,Thornbury,3071,7.0,h,4,1635000
24320,13/05/2017,Thornbury,3071,7.0,t,3,998000
24325,13/05/2017,Toorak,3142,4.1,u,2,650000
24327,13/05/2017,Truganina,3029,18.4,h,4,613000
24328,13/05/2017,Tullamarine,3043,12.9,h,3,666000
24329,13/05/2017,Tullamarine,3043,12.9,h,3,655000
24330,13/05/2017,Vermont,3133,17.2,u,2,535000
24331,13/05/2017,Vermont,3133,17.2,u,2,570000
24332,13/05/2017,Wantirna,3152,14.7,h,5,1200000
24333,13/05/2017,Wantirna South,3152,14.7,t,3,755500
24334,13/05/2017,Wantirna South,3152,14.7,h,3,933000
24335,13/05/2017,Wantirna South,3152,14.7,h,4,1566000
24337,13/05/2017,Werribee,3030,14.7,h,3,485000
24338,13/05/2017,Werribee,3030,14.7,h,3,580000
24339,13/05/2017,Werribee,3030,14.7,h,3,605000
24340,13/05/2017,Werribee,3030,14.7,h,3,1045000
24341,13/05/2017,Werribee,3030,14.7,h,3,415000
24342,13/05/2017,Werribee,3030,14.7,h,3,650000
24343,13/05/2017,Werribee,3030,14.7,h,4,540000
24344,13/05/2017,West Footscray,3012,6.4,h,3,890000
24346,13/05/2017,West Melbourne,3003,3.1,h,3,1750000
24348,13/05/2017,Westmeadows,3049,16.5,h,3,462500
24349,13/05/2017,Wheelers Hill,3150,16.7,h,3,930500
24351,13/05/2017,Williamstown,3016,6.8,h,2,1000000
24352,13/05/2017,Williamstown,3016,6.8,h,5,2040000
24354,13/05/2017,Williamstown,3016,6.8,h,4,1412000
24355,13/05/2017,Williamstown,3016,6.8,u,2,465000
24356,13/05/2017,Williamstown North,3016,6.8,h,3,1575000
24357,13/05/2017,Williamstown North,3016,6.8,h,4,1520000
24358,13/05/2017,Williamstown North,3016,6.8,t,3,720000
24359,13/05/2017,Windsor,3181,4.6,u,2,690000
24360,13/05/2017,Wollert,3750,25.5,h,4,622000
24361,13/05/2017,Wyndham Vale,3024,27.2,h,4,565500
24362,13/05/2017,Wyndham Vale,3024,27.2,h,4,482000
24363,13/05/2017,Yallambie,3085,12.7,h,4,955000
24364,13/05/2017,Yarraville,3013,6.3,h,3,892000
24366,13/05/2017,Yarraville,3013,6.3,h,4,985500
24367,13/05/2017,Yarraville,3013,6.3,u,2,650000
24368,13/05/2017,Yarraville,3013,6.3,t,3,1070000
24369,13/05/2017,Yarraville,3013,6.3,u,2,397000
24370,13/08/2016,Abbotsford,3067,3.0,h,2,1172500
24371,13/08/2016,Airport West,3042,10.4,h,4,758000
24372,13/08/2016,Airport West,3042,10.4,u,2,440000
24375,13/08/2016,Alphington,3078,5.7,h,3,1480000
24376,13/08/2016,Altona,3018,11.0,u,3,730000
24377,13/08/2016,Altona,3018,11.0,t,3,916500
24382,13/08/2016,Ascot Vale,3032,4.3,h,3,1425000
24383,13/08/2016,Ascot Vale,3032,4.3,h,3,925000
24384,13/08/2016,Ashwood,3147,10.2,h,4,1415000
24385,13/08/2016,Aspendale,3195,21.5,h,3,745000
24386,13/08/2016,Aspendale,3195,21.5,h,4,860000
24387,13/08/2016,Aspendale,3195,21.5,h,4,955000
24388,13/08/2016,Balwyn,3103,7.9,u,2,625000
24389,13/08/2016,Balwyn,3103,7.9,t,2,700000
24391,13/08/2016,Balwyn North,3104,9.7,h,3,1700000
24392,13/08/2016,Balwyn North,3104,9.7,h,3,1750000
24394,13/08/2016,Beaumaris,3193,17.3,h,4,1945000
24395,13/08/2016,Beaumaris,3193,17.3,t,3,1100000
24396,13/08/2016,Bentleigh,3204,11.4,u,2,725000
24397,13/08/2016,Bentleigh East,3165,13.8,h,3,1307000
24398,13/08/2016,Bentleigh East,3165,13.8,h,4,1010000
24399,13/08/2016,Bentleigh East,3165,13.8,h,2,702000
24400,13/08/2016,Bentleigh East,3165,13.8,h,2,813000
24405,13/08/2016,Blackburn North,3130,13.4,h,3,905000
24407,13/08/2016,Box Hill,3128,10.9,u,2,465000
24408,13/08/2016,Braybrook,3019,8.6,h,2,670000
24410,13/08/2016,Brighton,3186,10.5,h,3,1875000
24412,13/08/2016,Brighton,3186,10.5,h,4,2400000
24413,13/08/2016,Brighton,3186,10.5,u,3,1266000
24414,13/08/2016,Brighton East,3187,10.3,h,5,1915000
24415,13/08/2016,Brighton East,3187,10.3,h,4,1840000
24417,13/08/2016,Brighton East,3187,10.3,u,2,755000
24418,13/08/2016,Brighton East,3187,10.3,h,4,1650000
24419,13/08/2016,Brunswick,3056,5.2,h,4,1358000
24420,13/08/2016,Brunswick,3056,5.2,h,3,840000
24422,13/08/2016,Brunswick,3056,5.2,t,2,685000
24423,13/08/2016,Brunswick,3056,5.2,u,2,600000
24424,13/08/2016,Brunswick,3056,5.2,u,3,940000
24425,13/08/2016,Bundoora,3083,12.1,h,4,680000
24426,13/08/2016,Bundoora,3083,12.1,h,3,680000
24427,13/08/2016,Bundoora,3083,12.1,h,3,653000
24428,13/08/2016,Burwood,3125,10.4,h,4,900000
24429,13/08/2016,Burwood East,3151,14.7,h,6,1205000
24430,13/08/2016,Burwood East,3151,14.7,h,3,1015000
24432,13/08/2016,Camberwell,3124,7.7,t,3,1500000
24433,13/08/2016,Camberwell,3124,7.7,h,5,4440000
24437,13/08/2016,Camberwell,3124,7.7,h,2,620000
24438,13/08/2016,Carlton,3053,1.6,u,1,435000
24439,13/08/2016,Carlton,3053,1.6,u,2,660000
24440,13/08/2016,Carlton,3053,1.6,t,2,872000
24441,13/08/2016,Carnegie,3163,10.1,t,2,707000
24442,13/08/2016,Carnegie,3163,10.1,u,2,804000
24443,13/08/2016,Carrum Downs,3201,34.9,h,3,485000
24444,13/08/2016,Caulfield North,3161,7.8,u,2,520500
24445,13/08/2016,Caulfield South,3162,8.7,h,3,1450000
24446,13/08/2016,Chadstone,3148,11.7,h,2,1002000
24447,13/08/2016,Cheltenham,3192,17.9,h,3,1370000
24449,13/08/2016,Clayton,3168,16.7,h,3,2120000
24452,13/08/2016,Clifton Hill,3068,3.6,u,2,495000
24453,13/08/2016,Clifton Hill,3068,3.6,u,1,325000
24454,13/08/2016,Clifton Hill,3068,3.6,h,3,1370000
24455,13/08/2016,Coburg,3058,6.7,t,2,657000
24457,13/08/2016,Coburg North,3058,6.7,h,3,835500
24458,13/08/2016,Coburg North,3058,6.7,h,3,707000
24459,13/08/2016,Collingwood,3066,2.0,u,1,457000
24460,13/08/2016,Collingwood,3066,2.0,u,2,380000
24462,13/08/2016,Craigieburn,3064,20.6,h,3,425000
24465,13/08/2016,Croydon North,3136,23.0,h,4,730000
24466,13/08/2016,Dandenong,3175,24.7,u,3,415000
24468,13/08/2016,Dandenong North,3175,24.7,h,3,665000
24469,13/08/2016,Dandenong North,3175,24.7,h,4,539000
24472,13/08/2016,Deer Park,3023,14.8,h,3,442000
24474,13/08/2016,Diamond Creek,3089,21.8,h,5,990000
24475,13/08/2016,Dingley Village,3172,22.2,t,4,780000
24476,13/08/2016,Dingley Village,3172,22.2,h,4,995000
24477,13/08/2016,Docklands,3008,1.4,t,4,1370000
24478,13/08/2016,Doncaster,3108,12.4,h,3,1310000
24480,13/08/2016,Doncaster,3108,12.4,u,4,753000
24481,13/08/2016,Doncaster East,3109,14.3,h,3,1202500
24482,13/08/2016,Doncaster East,3109,14.3,h,4,958000
24484,13/08/2016,Doncaster East,3109,14.3,h,4,910000
24485,13/08/2016,Doncaster East,3109,14.3,h,4,1265000
24488,13/08/2016,East Melbourne,3002,1.3,h,3,1450000
24489,13/08/2016,Edithvale,3196,27.0,h,3,795000
24490,13/08/2016,Elsternwick,3185,7.2,h,4,2600000
24491,13/08/2016,Eltham,3095,18.0,h,4,765000
24492,13/08/2016,Eltham,3095,18.0,h,3,860000
24493,13/08/2016,Eltham North,3095,18.0,h,4,1350000
24495,13/08/2016,Elwood,3184,7.2,u,2,1015000
24497,13/08/2016,Epping,3076,19.6,h,5,480000
24500,13/08/2016,Epping,3076,19.6,h,4,614000
24501,13/08/2016,Epping,3076,19.6,h,3,470000
24502,13/08/2016,Epping,3076,19.6,h,4,546000
24503,13/08/2016,Essendon,3040,7.5,t,3,650000
24504,13/08/2016,Essendon,3040,7.5,u,1,253000
24505,13/08/2016,Fawkner,3060,13.1,u,2,460000
24506,13/08/2016,Fawkner,3060,13.1,h,2,619000
24507,13/08/2016,Ferntree Gully,3156,24.8,h,4,635000
24508,13/08/2016,Fitzroy,3065,2.1,t,2,880000
24509,13/08/2016,Fitzroy,3065,2.1,h,4,3310000
24510,13/08/2016,Fitzroy,3065,2.1,h,3,1481000
24512,13/08/2016,Flemington,3031,3.4,h,3,1012000
24513,13/08/2016,Flemington,3031,3.4,h,3,885000
24514,13/08/2016,Flemington,3031,3.4,h,3,1315000
24515,13/08/2016,Footscray,3011,5.1,h,4,1100000
24516,13/08/2016,Footscray,3011,5.1,h,3,932000
24518,13/08/2016,Forest Hill,3131,15.4,h,3,900000
24519,13/08/2016,Forest Hill,3131,15.4,h,3,862000
24520,13/08/2016,Frankston,3199,38.0,h,3,626000
24521,13/08/2016,Frankston,3199,38.0,h,3,560000
24523,13/08/2016,Frankston South,3199,38.0,h,4,686000
24524,13/08/2016,Gisborne,3437,45.9,h,4,850000
24525,13/08/2016,Gladstone Park,3043,12.9,h,3,510000
24526,13/08/2016,Gladstone Park,3043,12.9,h,3,505000
24528,13/08/2016,Glen Iris,3146,7.3,h,3,1875000
24530,13/08/2016,Glen Iris,3146,7.3,h,3,1430000
24532,13/08/2016,Glen Waverley,3150,16.7,h,5,1580000
24534,13/08/2016,Greensborough,3088,16.1,h,3,678000
24535,13/08/2016,Greensborough,3088,16.1,h,3,710000
24536,13/08/2016,Greensborough,3088,16.1,h,2,520000
24537,13/08/2016,Greenvale,3059,20.4,h,4,625500
24539,13/08/2016,Greenvale,3059,20.4,h,4,596000
24540,13/08/2016,Greenvale,3059,20.4,h,4,681000
24541,13/08/2016,Hadfield,3046,11.2,h,4,777000
24542,13/08/2016,Hadfield,3046,11.2,h,3,634000
24543,13/08/2016,Hadfield,3046,11.2,h,2,722000
24545,13/08/2016,Hampton,3188,13.8,u,2,786000
24546,13/08/2016,Hampton East,3188,13.8,t,4,1335000
24547,13/08/2016,Hampton East,3188,13.8,h,3,1255000
24548,13/08/2016,Hampton East,3188,13.8,u,2,725000
24549,13/08/2016,Hawthorn,3122,5.3,u,2,520000
24550,13/08/2016,Hawthorn,3122,5.3,u,1,480000
24551,13/08/2016,Hawthorn,3122,5.3,u,2,571000
24553,13/08/2016,Hawthorn,3122,5.3,u,2,630000
24554,13/08/2016,Hawthorn,3122,5.3,h,4,3225000
24557,13/08/2016,Hawthorn East,3123,6.2,u,2,573000
24559,13/08/2016,Hawthorn East,3123,6.2,u,2,820000
24561,13/08/2016,Hawthorn East,3123,6.2,u,2,680000
24562,13/08/2016,Heathmont,3135,21.3,h,3,795000
24564,13/08/2016,Highett,3190,16.0,h,4,1580000
24565,13/08/2016,Highett,3190,16.0,h,3,1360000
24566,13/08/2016,Hillside,3037,18.0,h,3,416000
24567,13/08/2016,Hoppers Crossing,3029,18.4,h,3,463500
24568,13/08/2016,Hoppers Crossing,3029,18.4,h,3,641000
24569,13/08/2016,Hoppers Crossing,3029,18.4,h,5,455000
24570,13/08/2016,Hoppers Crossing,3029,18.4,h,3,381000
24571,13/08/2016,Hughesdale,3166,12.3,h,4,900000
24573,13/08/2016,Ivanhoe,3079,7.8,h,3,650000
24574,13/08/2016,Ivanhoe,3079,7.8,h,4,1278000
24576,13/08/2016,Ivanhoe East,3079,7.8,u,2,485000
24577,13/08/2016,Keilor Downs,3038,15.5,h,4,564000
24578,13/08/2016,Keilor East,3033,11.7,u,2,470000
24579,13/08/2016,Keilor East,3033,11.7,h,4,760000
24581,13/08/2016,Kensington,3031,3.4,h,2,1234500
24582,13/08/2016,Kensington,3031,3.4,u,2,666000
24584,13/08/2016,Kensington,3031,3.4,h,2,785000
24585,13/08/2016,Kensington,3031,3.4,u,2,564000
24586,13/08/2016,Kew,3101,5.4,h,3,2770000
24587,13/08/2016,Kew,3101,5.4,h,6,6500000
24588,13/08/2016,Kew,3101,5.4,h,4,2250000
24589,13/08/2016,Kew,3101,5.4,u,2,843000
24590,13/08/2016,Kew,3101,5.4,u,2,725000
24592,13/08/2016,Kew,3101,5.4,u,2,580000
24593,13/08/2016,Kew East,3102,7.3,h,3,1615000
24594,13/08/2016,Kew East,3102,7.3,u,2,655000
24596,13/08/2016,Lalor,3075,16.3,t,2,368000
24597,13/08/2016,Lalor,3075,16.3,h,3,680000
24598,13/08/2016,MacLeod,3085,12.7,h,2,885000
24599,13/08/2016,MacLeod,3085,12.7,h,3,707000
24600,13/08/2016,MacLeod,3085,12.7,h,4,490000
24601,13/08/2016,Maidstone,3012,6.4,h,2,646000
24604,13/08/2016,Malvern,3144,5.9,h,4,3800000
24606,13/08/2016,Malvern East,3145,8.4,h,3,2305000
24609,13/08/2016,Maribyrnong,3032,4.3,t,2,620000
24611,13/08/2016,McKinnon,3204,11.4,u,2,600500
24612,13/08/2016,Melbourne,3000,0.0,u,1,432000
24613,13/08/2016,Melbourne,3000,0.0,u,2,585000
24614,13/08/2016,Melbourne,3000,0.0,u,1,400000
24615,13/08/2016,Melbourne,3000,0.0,u,1,210000
24617,13/08/2016,Mentone,3194,20.0,u,3,616000
24618,13/08/2016,Middle Park,3206,3.0,h,2,1690000
24620,13/08/2016,Mill Park,3082,17.9,h,4,565000
24621,13/08/2016,Mill Park,3082,17.9,h,4,590000
24622,13/08/2016,Mill Park,3082,17.9,h,3,430000
24623,13/08/2016,Mill Park,3082,17.9,h,3,591000
24624,13/08/2016,Mill Park,3082,17.9,h,3,505000
24625,13/08/2016,Mill Park,3082,17.9,h,4,500000
24626,13/08/2016,Mill Park,3082,17.9,h,4,648000
24628,13/08/2016,Mont Albert,3127,10.2,h,4,2100000
24630,13/08/2016,Mont Albert,3127,10.2,h,4,2200000
24632,13/08/2016,Moonee Ponds,3039,6.2,h,3,1100000
24635,13/08/2016,Mordialloc,3195,21.5,t,4,945000
24636,13/08/2016,Mount Waverley,3149,14.2,h,3,1275000
24637,13/08/2016,Mount Waverley,3149,14.2,h,3,850000
24638,13/08/2016,Mount Waverley,3149,14.2,t,3,905000
24641,13/08/2016,Mulgrave,3170,18.8,h,3,796500
24642,13/08/2016,Mulgrave,3170,18.8,h,4,773000
24644,13/08/2016,Murrumbeena,3163,10.1,t,3,785000
24645,13/08/2016,Murrumbeena,3163,10.1,h,3,1420000
24646,13/08/2016,Niddrie,3042,10.4,h,3,840000
24647,13/08/2016,Niddrie,3042,10.4,h,3,975000
24648,13/08/2016,North Melbourne,3051,1.8,h,3,1385000
24651,13/08/2016,Northcote,3070,5.3,h,4,2175000
24652,13/08/2016,Northcote,3070,5.3,h,3,1085000
24653,13/08/2016,Nunawading,3131,15.4,h,4,1065000
24654,13/08/2016,Oak Park,3046,11.2,h,3,727500
24655,13/08/2016,Oak Park,3046,11.2,u,3,600000
24656,13/08/2016,Parkdale,3195,21.5,u,2,625000
24657,13/08/2016,Parkdale,3195,21.5,t,3,722000
24658,13/08/2016,Parkdale,3195,21.5,t,3,795000
24659,13/08/2016,Pascoe Vale,3044,8.5,t,2,500000
24660,13/08/2016,Pascoe Vale,3044,8.5,u,2,485000
24662,13/08/2016,Patterson Lakes,3197,31.2,h,4,950000
24663,13/08/2016,Point Cook,3030,14.7,h,4,584500
24667,13/08/2016,Preston,3072,8.4,h,2,722000
24668,13/08/2016,Preston,3072,8.4,t,3,785000
24669,13/08/2016,Reservoir,3073,12.0,u,2,452000
24670,13/08/2016,Reservoir,3073,12.0,u,2,335000
24671,13/08/2016,Reservoir,3073,12.0,h,3,585000
24672,13/08/2016,Reservoir,3073,12.0,u,3,540000
24674,13/08/2016,Reservoir,3073,12.0,h,3,635000
24675,13/08/2016,Reservoir,3073,12.0,t,2,550000
24676,13/08/2016,Reservoir,3073,12.0,u,2,360000
24677,13/08/2016,Reservoir,3073,12.0,u,2,380000
24679,13/08/2016,Reservoir,3073,12.0,h,3,546000
24681,13/08/2016,Reservoir,3073,12.0,u,3,400000
24682,13/08/2016,Reservoir,3073,12.0,h,4,1700000
24683,13/08/2016,Richmond,3121,2.4,u,2,391000
24684,13/08/2016,Richmond,3121,2.4,h,2,1035000
24685,13/08/2016,Richmond,3121,2.4,u,2,530000
24687,13/08/2016,Ringwood East,3135,21.3,t,4,690000
24688,13/08/2016,Rosanna,3084,8.9,h,5,2530000
24689,13/08/2016,Rosanna,3084,8.9,h,3,720000
24690,13/08/2016,Roxburgh Park,3064,20.6,h,4,600000
24691,13/08/2016,Seaford,3198,35.4,h,2,420000
24692,13/08/2016,South Kingsville,3015,6.2,t,3,691000
24693,13/08/2016,South Melbourne,3205,1.9,h,3,1200000
24695,13/08/2016,South Morang,3752,20.5,h,3,420000
24697,13/08/2016,South Yarra,3141,2.7,h,4,2525000
24698,13/08/2016,South Yarra,3141,2.7,h,2,1036500
24699,13/08/2016,South Yarra,3141,2.7,u,2,627500
24700,13/08/2016,South Yarra,3141,2.7,u,3,1072000
24701,13/08/2016,South Yarra,3141,2.7,u,1,425000
24702,13/08/2016,Southbank,3006,0.7,u,2,380000
24703,13/08/2016,Springvale,3171,20.8,h,3,690000
24704,13/08/2016,Springvale,3171,20.8,u,2,526000
24705,13/08/2016,St Kilda,3182,5.0,u,2,540000
24706,13/08/2016,St Kilda,3182,5.0,u,2,475000
24707,13/08/2016,St Kilda,3182,5.0,u,1,335000
24708,13/08/2016,Sunshine,3020,10.5,h,3,675000
24710,13/08/2016,Sunshine West,3020,10.5,h,4,510000
24711,13/08/2016,Surrey Hills,3127,10.2,u,2,805000
24712,13/08/2016,Surrey Hills,3127,10.2,h,5,1975000
24713,13/08/2016,Templestowe,3106,15.5,h,5,1602000
24714,13/08/2016,Templestowe Lower,3107,12.4,h,3,982000
24715,13/08/2016,Templestowe Lower,3107,12.4,h,4,958000
24716,13/08/2016,Templestowe Lower,3107,12.4,h,4,1000000
24717,13/08/2016,Thomastown,3074,15.3,h,3,405000
24718,13/08/2016,Thornbury,3071,7.0,h,3,701000
24720,13/08/2016,Toorak,3142,4.1,h,4,4000000
24722,13/08/2016,Travancore,3032,4.3,h,3,1257000
24723,13/08/2016,Truganina,3029,18.4,h,3,476500
24724,13/08/2016,Tullamarine,3043,12.9,u,3,450000
24725,13/08/2016,Tullamarine,3043,12.9,h,3,900000
24726,13/08/2016,Tullamarine,3043,12.9,h,3,452500
24727,13/08/2016,Vermont,3133,17.2,h,5,930000
24728,13/08/2016,Vermont South,3133,17.2,h,5,1321000
24729,13/08/2016,Warrandyte,3113,21.1,h,4,1395000
24730,13/08/2016,Waterways,3195,21.5,h,4,1116500
24731,13/08/2016,Watsonia,3087,14.5,h,3,808000
24732,13/08/2016,Werribee,3030,14.7,h,4,475000
24733,13/08/2016,Werribee,3030,14.7,h,3,385000
24735,13/08/2016,West Footscray,3012,6.4,h,3,756000
24736,13/08/2016,Wheelers Hill,3150,16.7,h,4,1725000
24737,13/08/2016,Williamstown,3016,6.8,h,3,1010000
24738,13/08/2016,Williamstown North,3016,6.8,h,4,881000
24739,13/08/2016,Windsor,3181,4.6,u,2,450000
24740,13/08/2016,Wollert,3750,25.5,h,4,585000
24742,13/08/2016,Yallambie,3085,12.7,h,3,602500
24743,13/08/2016,Yarraville,3013,6.3,h,3,850000
24744,13/08/2016,Yarraville,3013,6.3,u,2,501344
24745,13/08/2016,Yarraville,3013,6.3,u,2,550000
24746,13/10/2018,Aberfeldie,3040,7.5,h,3,1500000
24747,13/10/2018,Aberfeldie,3040,7.5,h,3,1350000
24748,13/10/2018,Airport West,3042,10.4,u,2,585000
24749,13/10/2018,Airport West,3042,10.4,h,2,570000
24750,13/10/2018,Airport West,3042,10.4,h,2,560000
24751,13/10/2018,Airport West,3042,10.4,u,2,430000
24754,13/10/2018,Alphington,3078,5.7,h,4,2250000
24757,13/10/2018,Altona North,3025,9.4,h,2,850000
24758,13/10/2018,Ardeer,3022,12.8,h,3,492000
24759,13/10/2018,Ardeer,3022,12.8,u,2,463000
24760,13/10/2018,Armadale,3143,6.3,u,2,620000
24762,13/10/2018,Ascot Vale,3032,4.3,u,2,500000
24763,13/10/2018,Ascot Vale,3032,4.3,h,2,1025000
24764,13/10/2018,Ashburton,3147,10.2,t,3,811000
24765,13/10/2018,Aspendale,3195,21.5,h,4,1205000
24766,13/10/2018,Aspendale,3195,21.5,h,4,1240000
24767,13/10/2018,Aspendale,3195,21.5,t,3,980000
24768,13/10/2018,Aspendale Gardens,3195,21.5,h,4,940000
24771,13/10/2018,Avondale Heights,3034,9.5,t,3,730000
24772,13/10/2018,Avondale Heights,3034,9.5,h,3,921000
