,Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude
13984,Ashburton,4,h,2220000,13/05/2017,11.0,3147,4.0,3.0,2.0,480.0,-37.8726,145.0716
13986,Ashburton,3,h,1912500,22/04/2017,11.0,3147,3.0,2.0,2.0,869.0,-37.8686,145.0721
13989,Ashburton,4,h,2085000,29/04/2017,11.0,3147,4.0,2.0,2.0,705.0,-37.8635,145.0895
13992,Balwyn,3,h,1380000,08/04/2017,9.7,3103,3.0,2.0,1.0,548.0,-37.8021,145.0637
14000,Balwyn,2,u,825000,20/05/2017,9.7,3103,2.0,2.0,2.0,288.0,-37.8078,145.1031
14003,Balwyn,3,h,1670000,22/04/2017,9.7,3103,3.0,1.0,1.0,534.0,-37.8114,145.0793
14004,Balwyn,3,t,1680000,22/04/2017,9.7,3103,3.0,3.0,1.0,329.0,-37.8101,145.0844
14009,Brooklyn,2,h,1005000,22/04/2017,10.9,3012,2.0,1.0,2.0,780.0,-37.8241,144.8419
14010,Carlton,3,u,1520000,08/04/2017,1.8,3053,3.0,2.0,2.0,214.0,-37.8177,144.8496
14012,Carlton,2,t,960000,20/05/2017,1.8,3053,2.0,2.0,1.0,0.0,-37.7947,144.9724
14013,Carlton,2,u,995000,22/04/2017,1.8,3053,2.0,2.0,1.0,0.0,-37.7973,144.9712
14014,Carlton,1,u,490000,29/04/2017,1.8,3053,1.0,1.0,1.0,0.0,-37.7998,144.9689
14015,Carlton,2,u,500000,29/04/2017,1.8,3053,2.0,1.0,1.0,4076.0,-37.7941,144.9678
14017,Eaglemont,4,h,1750000,20/05/2017,10.3,3084,4.0,2.0,2.0,707.0,-37.762,145.0645
14018,Eaglemont,5,h,2710000,29/04/2017,10.3,3084,5.0,3.0,2.0,1001.0,-37.7605,145.0593
14019,East Melbourne,1,u,503000,08/04/2017,1.5,3002,1.0,1.0,1.0,0.0,-37.8161,144.9845
14020,East Melbourne,2,u,810000,13/05/2017,1.5,3002,2.0,1.0,1.0,944.0,-37.8144,144.9896
14021,East Melbourne,4,h,4275000,20/05/2017,1.5,3002,4.0,2.0,2.0,326.0,-37.8133,144.9865
14023,Elsternwick,1,u,385000,08/04/2017,8.5,3185,1.0,1.0,1.0,1851.0,-37.8822,144.9994
14024,Elsternwick,3,t,850000,08/04/2017,8.5,3185,3.0,2.0,2.0,114.0,-37.8857,145.0011
14025,Elsternwick,2,u,740000,08/04/2017,8.5,3185,2.0,1.0,1.0,0.0,-37.8881,145.0097
14028,Elsternwick,3,h,1940000,20/05/2017,8.5,3185,3.0,2.0,2.0,439.0,-37.892,145.0103
14031,Elsternwick,2,u,595000,29/04/2017,8.5,3185,2.0,1.0,1.0,0.0,-37.886,145.0008
14032,Elsternwick,2,u,632500,29/04/2017,8.5,3185,2.0,1.0,1.0,0.0,-37.8817,145.0032
14033,Elwood,2,u,687000,08/04/2017,7.7,3184,2.0,1.0,1.0,1912.0,-37.8795,144.98
14034,Elwood,2,u,1260000,08/04/2017,7.7,3184,2.0,2.0,2.0,626.0,-37.8865,144.9874
14036,Elwood,2,u,695000,08/04/2017,7.7,3184,2.0,1.0,1.0,845.0,-37.8888,144.991
14038,Elwood,3,u,950000,13/05/2017,7.7,3184,3.0,1.0,1.0,0.0,-37.8794,144.9804
14039,Elwood,1,u,360000,13/05/2017,7.7,3184,1.0,1.0,0.0,0.0,-37.8749,144.9799
14040,Elwood,3,h,1875000,13/05/2017,7.7,3184,3.0,2.0,2.0,270.0,-37.8805,144.9933
14042,Elwood,2,u,642000,20/05/2017,7.7,3184,2.0,1.0,0.0,0.0,-37.8753,144.9902
14043,Elwood,3,h,1520000,20/05/2017,7.7,3184,3.0,2.0,1.0,362.0,-37.8772,144.9904
14044,Elwood,5,h,2275000,20/05/2017,7.7,3184,5.0,2.0,1.0,399.0,-37.8777,144.9915
14045,Elwood,2,u,800000,20/05/2017,7.7,3184,2.0,2.0,2.0,0.0,-37.8857,144.9884
14047,Elwood,2,u,500000,20/05/2017,7.7,3184,2.0,1.0,1.0,0.0,-37.8777,144.9891
14051,Elwood,1,u,490000,29/04/2017,7.7,3184,1.0,1.0,1.0,0.0,-37.8852,144.9877
14052,Essendon North,4,h,1291000,08/04/2017,9.4,3041,4.0,2.0,2.0,521.0,-37.7372,144.9022
14055,Essendon North,2,t,810000,20/05/2017,9.4,3041,2.0,2.0,1.0,175.0,-37.7417,144.9079
14056,Essendon North,2,u,415500,22/04/2017,9.4,3041,2.0,1.0,1.0,82.0,-37.743,144.9084
14058,Fitzroy,2,t,1100000,08/04/2017,1.6,3065,2.0,2.0,1.0,81.0,-37.7976,144.9778
14059,Fitzroy,2,t,1350000,08/04/2017,1.6,3065,2.0,1.0,2.0,6261.0,-37.799,144.975
14061,Fitzroy,2,u,600000,08/04/2017,1.6,3065,2.0,1.0,1.0,2122.0,-37.7967,144.9836
14068,Fitzroy,2,h,1350000,13/05/2017,1.6,3065,2.0,1.0,0.0,131.0,-37.7999,144.9776
14069,Fitzroy,3,h,2725000,13/05/2017,1.6,3065,3.0,2.0,1.0,0.0,-37.8007,144.9833
14074,Fitzroy,2,t,1050000,20/05/2017,1.6,3065,2.0,1.0,1.0,87.0,-37.7959,144.9802
14075,Fitzroy,3,h,1326000,20/05/2017,1.6,3065,3.0,2.0,2.0,718.0,-37.8065,144.9781
14076,Fitzroy,2,h,1200000,29/04/2017,1.6,3065,2.0,1.0,0.0,63.0,-37.8018,144.9825
14078,Fitzroy,2,u,681500,29/04/2017,1.6,3065,2.0,1.0,1.0,0.0,-37.7964,144.9839
14080,Gowanbrae,3,h,680000,08/04/2017,13.6,3043,3.0,2.0,1.0,277.0,-37.7039,144.8986
14081,Gowanbrae,3,h,741000,08/04/2017,13.6,3043,3.0,2.0,2.0,585.0,-37.7055,144.8943
14082,Gowanbrae,4,h,990000,13/05/2017,13.6,3043,4.0,2.0,2.0,702.0,-37.7071,144.8989
14083,Gowanbrae,4,h,970000,29/04/2017,13.6,3043,4.0,2.0,3.0,737.0,-37.7088,144.8938
14084,Jacana,3,h,485000,08/04/2017,14.5,3047,3.0,1.0,2.0,630.0,-37.6822,144.9108
14086,Jacana,4,h,618000,20/05/2017,14.5,3047,4.0,1.0,2.0,604.0,-37.6875,144.9102
14091,Keilor Park,3,u,616000,22/04/2017,14.5,3042,3.0,1.0,2.0,431.0,-37.721,144.8584
14092,Keilor Park,3,h,773000,29/04/2017,14.5,3042,3.0,2.0,2.0,650.0,-37.724,144.8514
14093,Kensington,1,u,355000,08/04/2017,4.2,3031,1.0,1.0,1.0,2581.0,-37.7979,144.9265
14094,Kensington,1,t,425000,08/04/2017,4.2,3031,1.0,1.0,1.0,0.0,-37.7886,144.9253
14095,Kensington,2,u,535000,08/04/2017,4.2,3031,2.0,2.0,1.0,2592.0,-37.7961,144.9261
14096,Kensington,2,u,500000,08/04/2017,4.2,3031,2.0,1.0,1.0,0.0,-37.7897,144.9228
14097,Kensington,2,u,525000,13/05/2017,4.2,3031,2.0,1.0,1.0,0.0,-37.7912,144.9318
14098,Kensington,2,h,1110000,20/05/2017,4.2,3031,2.0,1.0,0.0,155.0,-37.7989,144.9275
14099,Kensington,3,t,917500,20/05/2017,4.2,3031,3.0,1.0,1.0,98.0,-37.791,144.9323
14100,Kensington,2,u,730000,20/05/2017,4.2,3031,2.0,2.0,1.0,2135.0,-37.7956,144.935
14101,Kensington,2,t,811000,20/05/2017,4.2,3031,2.0,1.0,0.0,113.0,-37.7898,144.9276
14103,Kensington,3,h,1190000,20/05/2017,4.2,3031,3.0,2.0,1.0,180.0,-37.7973,144.9208
14104,Kensington,2,h,903000,22/04/2017,4.2,3031,2.0,1.0,0.0,184.0,-37.7964,144.9339
14105,Kensington,3,h,902500,22/04/2017,4.2,3031,3.0,1.0,1.0,0.0,-37.7954,144.9259
14106,Kensington,4,h,1817000,22/04/2017,4.2,3031,4.0,2.0,1.0,309.0,-37.791,144.928
14107,Kensington,2,u,528000,22/04/2017,4.2,3031,2.0,1.0,1.0,0.0,-37.7928,144.9279
14108,Kensington,2,h,1000000,29/04/2017,4.2,3031,2.0,1.0,0.0,159.0,-37.7985,144.9307
14109,Kensington,1,u,380000,29/04/2017,4.2,3031,1.0,1.0,1.0,2592.0,-37.7961,144.9261
14110,Kensington,4,h,1817000,29/04/2017,4.2,3031,4.0,2.0,1.0,309.0,-37.791,144.928
14112,Middle Park,3,h,1420000,08/04/2017,4.1,3206,3.0,1.0,0.0,112.0,-37.8447,144.9604
14113,Middle Park,2,h,1335000,08/04/2017,4.1,3206,2.0,1.0,1.0,107.0,-37.8468,144.9612
14115,Middle Park,2,h,1300000,08/04/2017,4.1,3206,2.0,1.0,0.0,132.0,-37.8527,144.9657
14117,Middle Park,4,h,2860000,20/05/2017,4.1,3206,4.0,3.0,2.0,160.0,-37.8471,144.9595
14118,Middle Park,3,h,1630000,29/04/2017,4.1,3206,3.0,1.0,0.0,143.0,-37.8484,144.963
14119,Middle Park,3,h,2250000,29/04/2017,4.1,3206,3.0,2.0,1.0,148.0,-37.8496,144.963
14121,Moorabbin,2,h,1035000,08/04/2017,14.6,3189,2.0,1.0,1.0,593.0,-37.9396,145.0519
14123,Moorabbin,3,h,1321000,08/04/2017,14.6,3189,3.0,1.0,2.0,688.0,-37.9432,145.0462
14124,Moorabbin,2,t,742500,13/05/2017,14.6,3189,2.0,1.0,1.0,179.0,-37.9369,145.0473
14125,Moorabbin,3,h,860000,22/04/2017,14.6,3189,3.0,1.0,2.0,601.0,-37.9409,145.0602
14128,North Melbourne,3,h,2161000,13/05/2017,2.3,3051,3.0,2.0,1.0,230.0,-37.7987,144.9434
14131,North Melbourne,3,h,1485000,20/05/2017,2.3,3051,3.0,1.0,1.0,198.0,-37.8029,144.9459
14133,North Melbourne,2,h,940000,29/04/2017,2.3,3051,2.0,1.0,0.0,89.0,-37.9394,145.089
14135,Oakleigh South,3,h,770000,08/04/2017,14.7,3167,3.0,1.0,1.0,590.0,-37.918,145.085
14136,Oakleigh South,3,h,985100,08/04/2017,14.7,3167,3.0,1.0,2.0,621.0,-37.9115,145.0889
14137,Oakleigh South,4,h,1410000,13/05/2017,14.7,3167,4.0,2.0,4.0,590.0,-37.9316,145.0821
14138,Oakleigh South,3,u,815000,13/05/2017,14.7,3167,3.0,1.0,2.0,393.0,-37.9233,145.1062
14140,Oakleigh South,3,h,1042500,22/04/2017,14.7,3167,3.0,1.0,4.0,658.0,-37.9176,145.0839
14147,South Kingsville,3,t,815000,13/05/2017,9.1,3015,3.0,2.0,2.0,148.0,-37.8287,144.8705
14148,South Kingsville,2,u,321000,13/05/2017,9.1,3015,2.0,1.0,1.0,0.0,-37.8288,144.8711
14149,South Kingsville,3,h,995000,20/05/2017,9.1,3015,3.0,1.0,0.0,669.0,-37.8303,144.8679
14150,South Kingsville,3,h,1290000,20/05/2017,9.1,3015,3.0,1.0,3.0,715.0,-37.8289,144.8718
14151,South Kingsville,2,u,300000,22/04/2017,9.1,3015,2.0,1.0,1.0,0.0,-37.8288,144.8711
14152,Southbank,2,u,505000,08/04/2017,1.2,3006,2.0,1.0,1.0,0.0,-37.8242,144.9626
14153,Southbank,2,u,595000,08/04/2017,1.2,3006,2.0,1.0,1.0,0.0,-37.8288,144.9679
14154,Southbank,2,u,580000,08/04/2017,1.2,3006,2.0,1.0,1.0,0.0,-37.8273,144.9685
14155,Southbank,2,u,580000,13/05/2017,1.2,3006,2.0,1.0,1.0,0.0,-37.8248,144.9667
14157,Spotswood,3,h,1320000,08/04/2017,7.7,3015,3.0,1.0,3.0,738.0,-37.826,144.8769
14158,Spotswood,1,u,380000,08/04/2017,7.7,3015,1.0,1.0,1.0,89.0,-37.8291,144.8848
14160,Spotswood,3,h,1100000,13/05/2017,7.7,3015,3.0,1.0,0.0,305.0,-37.8312,144.8893
14161,Spotswood,3,u,660000,22/04/2017,7.7,3015,3.0,1.0,1.0,221.0,-37.8297,144.8752
14162,Toorak,2,u,867000,08/04/2017,4.6,3142,2.0,1.0,1.0,1087.0,-37.8373,145.0106
14163,Toorak,1,u,552000,08/04/2017,4.6,3142,1.0,1.0,1.0,0.0,-37.8428,145.0081
14164,Toorak,2,u,655000,08/04/2017,4.6,3142,2.0,1.0,1.0,1816.0,-37.8389,145.0141
14165,Toorak,3,u,840000,08/04/2017,4.6,3142,3.0,1.0,1.0,1678.0,-37.8384,145.0178
14166,Toorak,2,u,1010000,08/04/2017,4.6,3142,2.0,2.0,2.0,586.0,-37.8427,145.0236
14171,Toorak,2,u,650000,13/05/2017,4.6,3142,2.0,1.0,0.0,0.0,-37.8454,145.0076
14174,Toorak,3,h,2400000,20/05/2017,4.6,3142,3.0,2.0,1.0,224.0,-37.8445,145.0124
14176,Toorak,4,h,3600000,20/05/2017,4.6,3142,4.0,2.0,2.0,815.0,-37.845,145.0134
14177,Toorak,2,u,750000,20/05/2017,4.6,3142,2.0,1.0,1.0,0.0,-37.8432,145.0137
14178,Toorak,1,u,247500,22/04/2017,4.6,3142,1.0,1.0,1.0,0.0,-37.8421,145.0104
14180,Toorak,3,t,1320000,29/04/2017,4.6,3142,3.0,2.0,1.0,3.0,-37.8474,145.0125
14181,Toorak,3,u,922500,29/04/2017,4.6,3142,3.0,1.0,2.0,4657.0,-37.8421,145.0237
14182,Toorak,2,u,760000,29/04/2017,4.6,3142,2.0,1.0,1.0,0.0,-37.8359,145.0126
14183,Williamstown North,2,u,546000,08/04/2017,8.9,3016,2.0,1.0,1.0,2023.0,-37.8573,144.8854
14184,Williamstown North,3,t,670000,08/04/2017,8.9,3016,3.0,2.0,2.0,146.0,-37.857,144.8846
14185,Williamstown North,3,h,1070000,08/04/2017,8.9,3016,3.0,2.0,5.0,442.0,-37.8538,144.8722
14186,Williamstown North,3,h,1575000,13/05/2017,8.9,3016,3.0,1.0,1.0,860.0,-37.8565,144.8865
14187,Williamstown North,4,h,1520000,13/05/2017,8.9,3016,4.0,2.0,3.0,560.0,-37.8559,144.8764
14188,Williamstown North,3,t,720000,13/05/2017,8.9,3016,3.0,2.0,2.0,146.0,-37.857,144.8846
14190,Williamstown North,3,h,1045000,29/04/2017,8.9,3016,3.0,2.0,3.0,526.0,-37.855,144.8742
14191,Windsor,2,u,585000,08/04/2017,5.1,3181,2.0,1.0,1.0,0.0,-37.8559,144.999
14192,Windsor,2,u,690000,13/05/2017,5.1,3181,2.0,1.0,1.0,0.0,-37.8573,144.9978
14193,Windsor,2,u,854000,22/04/2017,5.1,3181,2.0,1.0,1.0,774.0,-37.8582,144.9979
14194,Windsor,1,h,900000,29/04/2017,5.1,3181,1.0,1.0,1.0,160.0,-37.8556,144.9885
14195,Windsor,1,u,350000,29/04/2017,5.1,3181,1.0,1.0,0.0,0.0,-37.8508,144.984
14198,Yallambie,3,h,721500,20/05/2017,15.0,3085,3.0,1.0,1.0,594.0,-37.7214,145.1063
14199,Yallambie,5,h,1060000,29/04/2017,15.0,3085,5.0,2.0,2.0,627.0,-37.7327,145.0804
14201,Yallambie,3,h,984000,29/04/2017,15.0,3085,3.0,2.0,2.0,552.0,-37.7285,145.0851
14202,Balaclava,2,u,450000,13/05/2017,6.6,3183,2.0,1.0,1.0,0.0,-37.8656,144.9919
14203,Balaclava,2,u,490000,29/04/2017,6.6,3183,2.0,1.0,0.0,601.0,-37.8757,144.998
14204,Balaclava,1,u,440000,29/04/2017,6.6,3183,1.0,1.0,0.0,0.0,-37.8686,144.9969
14205,Essendon West,3,h,1406000,13/05/2017,9.8,3040,3.0,1.0,1.0,34.0,-37.7506,144.8891
14206,Essendon West,3,h,1305000,20/05/2017,9.8,3040,3.0,1.0,2.0,147.0,-37.7523,144.8862
14207,Kingsbury,3,u,488000,13/05/2017,12.4,3083,3.0,1.0,1.0,260.0,-37.7157,145.0386
14210,West Melbourne,3,h,1750000,13/05/2017,1.9,3003,3.0,1.0,1.0,160.0,-37.8082,144.9451
14211,West Melbourne,2,t,1013000,20/05/2017,1.9,3003,2.0,2.0,1.0,0.0,-37.8094,144.9452
14212,West Melbourne,3,t,1171000,20/05/2017,1.9,3003,3.0,2.0,1.0,650.0,-37.8098,144.9448
14215,West Melbourne,2,h,1053000,22/04/2017,1.9,3003,2.0,1.0,0.0,147.0,-37.8059,144.9459
14216,West Melbourne,1,u,295000,29/04/2017,1.9,3003,1.0,1.0,1.0,0.0,-37.8084,144.9473
14217,Campbellfield,3,h,445000,20/05/2017,14.5,3061,3.0,1.0,2.0,534.0,-37.6741,144.9698
14220,Travancore,2,u,360000,20/05/2017,5.3,3032,2.0,1.0,1.0,0.0,-37.7847,144.9383
14225,Airport West,3,h,640000,01/07/2017,10.4,3042,3.0,1.0,2.0,219.0,-37.71655,144.88155
14226,Airport West,3,h,961000,01/07/2017,10.4,3042,3.0,1.0,2.0,717.0,-37.72274,144.88002
14227,Albert Park,2,h,1535000,01/07/2017,3.0,3206,2.0,1.0,0.0,171.0,-37.8481,144.9566
14228,Albion,3,h,570000,01/07/2017,10.5,3020,3.0,1.0,0.0,423.0,-37.77917,144.82223
14229,Alphington,4,h,2345000,01/07/2017,5.7,3078,4.0,2.0,2.0,803.0,-37.78122,145.0336
14232,Altona North,3,h,900000,01/07/2017,9.4,3025,3.0,1.0,2.0,672.0,-37.8265,144.84386
14236,Armadale,5,h,5200000,01/07/2017,6.3,3143,5.0,3.0,3.0,761.0,-37.85311,145.02847
14239,Ashwood,3,h,1225000,01/07/2017,10.2,3147,3.0,1.0,2.0,770.0,-37.87257,145.09782
14241,Avondale Heights,3,u,622000,01/07/2017,9.5,3034,3.0,1.0,1.0,204.0,-37.76215,144.85986
14242,Avondale Heights,3,h,825000,01/07/2017,9.5,3034,3.0,1.0,4.0,603.0,-37.76616,144.8575
14243,Balwyn,4,h,1475000,01/07/2017,7.9,3103,4.0,3.0,5.0,380.0,-37.80156,145.06715
14246,Balwyn North,5,h,2160000,01/07/2017,9.7,3104,5.0,1.0,2.0,860.0,-37.79888,145.06649
14247,Balwyn North,3,t,1050000,01/07/2017,9.7,3104,3.0,3.0,2.0,200.0,-37.79362,145.0652
14249,Balwyn North,3,h,1275000,01/07/2017,9.7,3104,3.0,2.0,2.0,226.0,-37.79495,145.08192
14250,Bayswater,3,t,640000,01/07/2017,23.2,3153,3.0,2.0,1.0,187.0,-37.83909,145.26075
14251,Bayswater North,3,u,500000,01/07/2017,23.2,3153,3.0,1.0,2.0,263.0,-37.83303,145.27488
14255,Beaumaris,4,h,1221000,01/07/2017,17.3,3193,4.0,2.0,3.0,554.0,-37.98139,145.05251
14258,Beaumaris,4,h,1823000,01/07/2017,17.3,3193,4.0,2.0,3.0,728.0,-37.98713,145.04887
14259,Beaumaris,6,h,2000000,01/07/2017,17.3,3193,6.0,3.0,4.0,836.0,-37.98942,145.03394
14260,Bentleigh,3,h,1365000,01/07/2017,11.4,3204,3.0,1.0,1.0,776.0,-37.92487,145.04703
14261,Bentleigh,3,h,1045000,01/07/2017,11.4,3204,3.0,1.0,1.0,401.0,-37.92999,145.04932
14262,Bentleigh East,5,h,1220000,01/07/2017,13.8,3165,5.0,2.0,2.0,611.0,-37.93228,145.07026
14263,Berwick,4,h,627500,01/07/2017,35.2,3806,4.0,2.0,2.0,687.0,-38.02434,145.33117
14268,Boronia,3,h,642000,01/07/2017,25.0,3155,3.0,2.0,2.0,968.0,-37.84674,145.29351
14269,Briar Hill,3,h,840000,01/07/2017,16.1,3088,3.0,1.0,2.0,509.0,-37.70822,145.11495
14270,Brighton,3,h,2650000,01/07/2017,10.5,3186,3.0,2.0,2.0,645.0,-37.90876,145.00743
14271,Brighton,1,u,380000,01/07/2017,10.5,3186,1.0,1.0,1.0,1993.0,-37.88468,144.99722
14272,Brighton,5,h,3250000,01/07/2017,10.5,3186,5.0,3.0,2.0,835.0,-37.92615,145.00282
14273,Brighton East,4,t,1731000,01/07/2017,10.3,3187,4.0,3.0,2.0,345.0,-37.91503,145.00888
14274,Broadmeadows,3,t,465000,01/07/2017,14.0,3047,3.0,2.0,3.0,248.0,-37.68358,144.92387
14275,Broadmeadows,3,h,518500,01/07/2017,14.0,3047,3.0,1.0,0.0,576.0,-37.69237,144.93144
14277,Brunswick,2,u,692000,01/07/2017,5.2,3056,2.0,1.0,1.0,0.0,-37.77742,144.95666
14278,Brunswick East,2,h,1305000,01/07/2017,4.0,3057,2.0,1.0,0.0,315.0,-37.76386,144.97783
14280,Brunswick West,3,h,1100000,01/07/2017,5.2,3055,3.0,1.0,1.0,322.0,-37.76073,144.94803
14281,Brunswick West,2,h,573000,01/07/2017,5.2,3055,2.0,1.0,1.0,0.0,-37.76732,144.94098
14282,Bulleen,3,h,1060000,01/07/2017,10.8,3105,3.0,1.0,2.0,631.0,-37.77615,145.08907
14284,Bundoora,3,h,805000,01/07/2017,12.1,3083,3.0,1.0,2.0,669.0,-37.70834,145.05424
14285,Bundoora,3,h,682000,01/07/2017,12.1,3083,3.0,1.0,1.0,583.0,-37.70074,145.0648
14287,Burnside Heights,3,h,535000,01/07/2017,14.8,3023,3.0,2.0,2.0,472.0,-37.7331,144.76282
14288,Burwood East,4,h,1088000,01/07/2017,14.7,3151,4.0,1.0,1.0,536.0,-37.8534,145.14218
14289,Burwood East,3,h,1180000,01/07/2017,14.7,3151,3.0,1.0,1.0,563.0,-37.85771,145.15466
14290,Cairnlea,3,h,630000,01/07/2017,14.8,3023,3.0,2.0,2.0,397.0,-37.75107,144.78415
14291,Camberwell,2,u,677000,01/07/2017,7.7,3124,2.0,1.0,1.0,131.0,-37.84716,145.07351
14293,Camberwell,2,u,670000,01/07/2017,7.7,3124,2.0,1.0,1.0,0.0,-37.83202,145.06095
14294,Camberwell,3,t,1320000,01/07/2017,7.7,3124,3.0,2.0,2.0,227.0,-37.84689,145.05863
14295,Canterbury,2,u,816000,01/07/2017,8.4,3126,2.0,2.0,1.0,8140.0,-37.82091,145.06011
14296,Carlton,1,u,350000,01/07/2017,1.6,3053,1.0,1.0,1.0,0.0,-37.79859,144.97336
14297,Carlton,2,u,620000,01/07/2017,1.6,3053,2.0,2.0,1.0,0.0,-37.7969,144.9742
14298,Carlton,3,h,1760000,01/07/2017,1.6,3053,3.0,2.0,2.0,151.0,-37.79449,144.97406
14300,Caroline Springs,3,h,545000,01/07/2017,14.8,3023,3.0,2.0,2.0,301.0,-37.74397,144.73472
14302,Caulfield South,2,u,1091500,01/07/2017,8.7,3162,2.0,2.0,1.0,225.0,-37.89565,145.0234
14304,Cheltenham,5,h,1140000,01/07/2017,17.9,3192,5.0,2.0,2.0,570.0,-37.96763,145.07898
14305,Cheltenham,3,t,950000,01/07/2017,17.9,3192,3.0,3.0,2.0,160.0,-37.96062,145.04296
14307,Cheltenham,2,u,425000,01/07/2017,17.9,3192,2.0,1.0,1.0,0.0,-37.97143,145.05219
14308,Cheltenham,3,h,1116000,01/07/2017,17.9,3192,3.0,1.0,2.0,610.0,-37.95629,145.06031
14312,Clifton Hill,3,u,1030000,01/07/2017,3.6,3068,3.0,2.0,2.0,538.0,-37.79297,144.99776
14314,Coburg,2,h,900000,01/07/2017,6.7,3058,2.0,1.0,1.0,350.0,-37.74483,144.97269
14316,Coburg,4,h,922000,01/07/2017,6.7,3058,4.0,2.0,2.0,463.0,-37.73704,144.97959
14318,Coburg,3,h,1077000,01/07/2017,6.7,3058,3.0,1.0,2.0,512.0,-37.75279,144.95379
14320,Coburg North,3,h,805000,01/07/2017,6.7,3058,3.0,2.0,2.0,296.0,-37.72495,144.98348
14321,Craigieburn,4,h,665000,01/07/2017,20.6,3064,4.0,2.0,2.0,756.0,-37.58885,144.90135
14323,Craigieburn,3,h,515500,01/07/2017,20.6,3064,3.0,1.0,4.0,651.0,-37.60329,144.93948
14325,Craigieburn,3,h,660000,01/07/2017,20.6,3064,3.0,2.0,3.0,618.0,-37.59715,144.89656
14326,Cranbourne,5,h,572000,01/07/2017,34.7,3977,5.0,2.0,1.0,581.0,-38.10687,145.2811
14327,Croydon,4,h,932000,01/07/2017,23.0,3136,4.0,2.0,2.0,880.0,-37.79587,145.2683
14329,Croydon,2,h,570000,01/07/2017,23.0,3136,2.0,1.0,1.0,312.0,-37.80752,145.27212
14330,Croydon,4,h,875000,01/07/2017,23.0,3136,4.0,2.0,2.0,244.0,-37.80267,145.27569
14334,Dandenong,2,u,348000,01/07/2017,24.7,3175,2.0,1.0,0.0,156.0,-37.98712,145.22262
14335,Dandenong North,3,h,627000,01/07/2017,24.7,3175,3.0,1.0,1.0,610.0,-37.96322,145.20586
14336,Dandenong North,3,h,760000,01/07/2017,24.7,3175,3.0,1.0,2.0,751.0,-37.96609,145.21997
14337,Diamond Creek,2,h,621000,01/07/2017,21.8,3089,2.0,1.0,0.0,610.0,-37.67629,145.15589
14338,Dingley Village,2,u,612000,01/07/2017,22.2,3172,2.0,1.0,1.0,197.0,-37.98412,145.13433
14339,Doncaster,3,t,840000,01/07/2017,12.4,3108,3.0,2.0,2.0,0.0,-37.78653,145.12363
14341,Doncaster East,6,h,1856000,01/07/2017,14.3,3109,6.0,3.0,3.0,1056.0,-37.78053,145.15567
14342,Donvale,7,h,2705000,01/07/2017,16.1,3111,7.0,2.0,4.0,5022.0,-37.76598,145.19329
14345,Doreen,3,h,530500,01/07/2017,25.9,3754,3.0,2.0,2.0,400.0,-37.61042,145.11932
14349,Eltham,3,h,975000,01/07/2017,18.0,3095,3.0,1.0,0.0,841.0,-37.71926,145.15082
14350,Eltham,3,h,805000,01/07/2017,18.0,3095,3.0,2.0,0.0,848.0,-37.70913,145.1647
14359,Epping,4,h,940000,01/07/2017,19.6,3076,4.0,3.0,2.0,508.0,-37.62693,145.01563
14360,Epping,2,u,437000,01/07/2017,19.6,3076,2.0,1.0,2.0,351.0,-37.65099,145.04663
14361,Epping,5,h,660000,01/07/2017,19.6,3076,5.0,3.0,2.0,708.0,-37.63888,145.02813
14362,Essendon,3,h,1325000,01/07/2017,7.5,3040,3.0,2.0,2.0,441.0,-37.74664,144.92285
14363,Essendon,1,u,310000,01/07/2017,7.5,3040,1.0,1.0,1.0,0.0,-37.75515,144.92114
14364,Essendon,3,t,864000,01/07/2017,7.5,3040,3.0,1.0,2.0,177.0,-37.7401,144.89674
14365,Essendon,1,u,291000,01/07/2017,7.5,3040,1.0,1.0,1.0,0.0,-37.75121,144.91326
14366,Essendon West,3,h,750000,01/07/2017,7.5,3040,3.0,1.0,1.0,236.0,-37.75403,144.8867
14368,Essendon West,5,h,2200000,01/07/2017,7.5,3040,5.0,3.0,2.0,607.0,-37.75148,144.88519
14371,Fairfield,3,h,1550000,01/07/2017,5.7,3078,3.0,2.0,0.0,478.0,-37.78022,145.01771
14373,Fawkner,3,h,720000,01/07/2017,13.1,3060,3.0,1.0,2.0,603.0,-37.69863,144.96685
14375,Fitzroy North,2,h,1350000,01/07/2017,3.6,3068,2.0,1.0,1.0,184.0,-37.78493,144.98879
14376,Fitzroy North,3,h,1852000,01/07/2017,3.6,3068,3.0,2.0,1.0,138.0,-37.78714,144.97966
14377,Fitzroy North,2,h,1100000,01/07/2017,3.6,3068,2.0,1.0,0.0,139.0,-37.7836,144.98031
14380,Footscray,1,u,170000,01/07/2017,5.1,3011,1.0,1.0,0.0,30.0,-37.80141,144.89587
14381,Forest Hill,4,h,1372000,01/07/2017,15.4,3131,4.0,1.0,2.0,866.0,-37.83816,145.17783
14382,Forest Hill,3,t,850500,01/07/2017,15.4,3131,3.0,2.0,2.0,353.0,-37.83401,145.17757
14384,Frankston,3,h,640000,01/07/2017,38.0,3199,3.0,2.0,1.0,368.0,-38.1523,145.11874
14386,Frankston North,3,h,611000,01/07/2017,36.9,3200,3.0,2.0,1.0,691.0,-38.11948,145.14928
