,Date,Suburb,Postcode,Latitude,Longtitude,Distance,Type,Rooms,Bedroom,Bathroom,Car,Landsize,Price
10888,8/10/2016,Yarraville,3013,-37.822,144.89,7.0,h,2,2,1,1,148,630000
10890,8/10/2016,Yarraville,3013,-37.8126,144.8905,7.0,h,4,4,1,3,766,1870000
10891,10/09/2016,Yarraville,3013,-37.8104,144.8867,7.0,h,4,4,2,2,640,1785000
10892,10/09/2016,Yarraville,3013,-37.8133,144.8865,7.0,u,2,2,1,1,0,330000
10895,10/12/2016,Yarraville,3013,-37.8153,144.8796,7.0,h,3,3,1,4,902,1930000
10898,11/02/2017,Yarraville,3013,-37.8143,144.8865,7.0,h,3,3,1,2,289,1035000
10899,11/02/2017,Yarraville,3013,-37.8173,144.894,7.0,u,1,1,1,2,0,510000
10900,11/02/2017,Yarraville,3013,-37.8128,144.8953,7.0,u,2,2,1,1,0,381000
10901,12/11/2016,Yarraville,3013,-37.8164,144.8869,7.0,t,3,2,2,0,352,1040000
10902,12/11/2016,Yarraville,3013,-37.8148,144.8884,7.0,h,3,3,1,2,270,1419000
10903,12/11/2016,Yarraville,3013,-37.8201,144.872,7.0,h,3,3,1,2,442,1050000
10904,12/11/2016,Yarraville,3013,-37.8173,144.894,7.0,h,1,1,1,2,0,470000
10905,13/08/2016,Yarraville,3013,-37.8193,144.8753,7.0,h,3,3,1,1,444,850000
10906,13/08/2016,Yarraville,3013,-37.8106,144.8957,7.0,u,2,2,1,1,0,501344
10911,14/05/2016,Yarraville,3013,-37.8151,144.8638,7.0,h,3,3,1,1,464,796000
10913,15/10/2016,Yarraville,3013,-37.8188,144.8884,7.0,h,3,3,3,1,217,1217500
10915,15/10/2016,Yarraville,3013,-37.815,144.8827,7.0,h,2,2,0,0,94,610000
10916,16/04/2016,Yarraville,3013,-37.8134,144.8745,7.0,h,3,3,1,3,670,1055000
10917,16/04/2016,Yarraville,3013,-37.8194,144.8826,7.0,t,3,3,3,1,0,620000
10918,16/04/2016,Yarraville,3013,-37.8212,144.8887,7.0,h,4,4,1,2,360,660000
10919,16/04/2016,Yarraville,3013,-37.8183,144.8666,7.0,h,3,2,1,1,446,681000
10920,16/04/2016,Yarraville,3013,-37.8111,144.887,7.0,u,1,1,1,1,0,345000
10922,16/04/2016,Yarraville,3013,-37.8202,144.8896,7.0,h,3,3,1,2,240,950000
10923,16/04/2016,Yarraville,3013,-37.8196,144.8839,7.0,h,3,3,1,1,202,955000
10924,16/04/2016,Yarraville,3013,-37.8152,144.8703,7.0,h,2,2,1,3,539,822000
10926,16/07/2016,Yarraville,3013,-37.824,144.8805,7.0,h,2,3,1,1,472,760000
10927,16/07/2016,Yarraville,3013,-37.8197,144.8969,7.0,h,4,4,2,2,417,1200000
10929,16/07/2016,Yarraville,3013,-37.8177,144.8711,7.0,h,3,3,1,1,438,1005000
10930,16/07/2016,Yarraville,3013,-37.8222,144.8956,7.0,h,3,4,1,1,0,600000
10931,17/09/2016,Yarraville,3013,-37.8184,144.8904,7.0,u,1,1,1,1,0,381000
10933,17/09/2016,Yarraville,3013,-37.815,144.8968,7.0,h,4,4,2,2,482,1150000
10935,18/03/2017,Yarraville,3013,-37.8157,144.8925,7.0,h,3,3,1,1,248,1020000
10936,18/03/2017,Yarraville,3013,-37.8099,144.8859,7.0,h,3,3,2,1,249,1250000
10939,18/03/2017,Yarraville,3013,-37.8108,144.888,7.0,h,4,4,2,0,297,1340000
10941,18/06/2016,Yarraville,3013,-37.8159,144.8795,7.0,h,3,3,1,1,189,865000
10942,18/06/2016,Yarraville,3013,-37.8224,144.8818,7.0,h,3,2,1,2,341,781500
10943,19/11/2016,Yarraville,3013,-37.8102,144.8885,7.0,h,4,4,1,1,306,1401000
10944,19/11/2016,Yarraville,3013,-37.8225,144.8814,7.0,h,2,2,2,2,168,630000
10946,22/05/2016,Yarraville,3013,-37.8146,144.8692,7.0,h,5,2,3,4,446,1137500
10948,22/08/2016,Yarraville,3013,-37.8202,144.883,7.0,h,4,4,1,1,288,925000
10950,23/04/2016,Yarraville,3013,-37.8195,144.8973,7.0,h,3,2,1,1,325,745000
10951,23/04/2016,Yarraville,3013,-37.8117,144.8873,7.0,h,4,4,1,3,411,1158000
10952,23/04/2016,Yarraville,3013,-37.8198,144.8904,7.0,h,3,3,1,1,195,867000
10953,24/09/2016,Yarraville,3013,-37.8127,144.8965,7.0,h,3,3,2,2,206,955000
10954,24/09/2016,Yarraville,3013,-37.8171,144.8753,7.0,h,3,3,1,1,448,1081000
10955,24/09/2016,Yarraville,3013,-37.8119,144.868,7.0,h,3,3,1,5,558,725000
10956,25/02/2017,Yarraville,3013,-37.8179,144.8908,7.0,h,2,2,1,0,128,767000
10958,25/02/2017,Yarraville,3013,-37.8214,144.8796,7.0,h,2,2,1,3,486,951000
10959,25/02/2017,Yarraville,3013,-37.8186,144.8764,7.0,h,4,4,2,2,431,1028000
10960,25/02/2017,Yarraville,3013,-37.8209,144.8896,7.0,h,2,2,1,0,261,740000
10961,25/02/2017,Yarraville,3013,-37.811,144.8844,7.0,h,3,3,2,2,542,1450000
10962,25/02/2017,Yarraville,3013,-37.816,144.8936,7.0,h,3,3,3,2,386,1430000
10963,25/02/2017,Yarraville,3013,-37.8172,144.8919,7.0,h,3,3,1,2,229,1275000
10964,26/07/2016,Yarraville,3013,-37.8177,144.8839,7.0,h,4,4,2,3,455,1606000
10965,27/06/2016,Yarraville,3013,-37.8172,144.8676,7.0,h,4,3,1,2,664,970000
10967,27/06/2016,Yarraville,3013,-37.8223,144.8779,7.0,h,2,2,1,1,435,780000
10969,27/06/2016,Yarraville,3013,-37.8137,144.8636,7.0,h,3,3,1,1,463,670000
10970,27/06/2016,Yarraville,3013,-37.8191,144.8909,7.0,h,3,3,2,0,105,908000
10971,27/11/2016,Yarraville,3013,-37.815,144.8928,7.0,h,3,3,2,2,235,1380000
10972,27/11/2016,Yarraville,3013,-37.823,144.8768,7.0,h,3,3,2,2,456,966000
10974,27/11/2016,Yarraville,3013,-37.8182,144.8846,7.0,u,2,2,1,1,0,480500
10975,27/11/2016,Yarraville,3013,-37.8123,144.8888,7.0,h,4,4,2,0,261,1520000
10976,27/11/2016,Yarraville,3013,-37.8234,144.8742,7.0,h,3,3,1,2,494,845000
10977,27/11/2016,Yarraville,3013,-37.8131,144.8778,7.0,h,5,5,2,2,488,1287000
10979,28/05/2016,Yarraville,3013,-37.8185,144.8812,7.0,h,3,3,1,2,463,980000
10980,28/05/2016,Yarraville,3013,-37.8122,144.8965,7.0,t,3,3,2,1,169,800000
10982,28/05/2016,Yarraville,3013,-37.8172,144.8924,7.0,h,3,3,1,2,463,1460000
10985,28/08/2016,Yarraville,3013,-37.822,144.8904,7.0,h,3,4,1,1,470,840000
10986,28/08/2016,Yarraville,3013,-37.8145,144.8804,7.0,h,3,2,1,1,208,900500
10987,28/08/2016,Yarraville,3013,-37.8196,144.8836,7.0,h,2,2,1,1,201,850000
10988,28/08/2016,Yarraville,3013,-37.8124,144.8957,7.0,h,3,3,2,2,171,940000
10990,3/12/2016,Aberfeldie,3040,-37.7561,144.9028,9.1,u,1,1,1,1,0,380000
10991,4/03/2017,Aberfeldie,3040,-37.7606,144.8909,9.1,h,4,4,3,2,757,1646000
10993,7/05/2016,Aberfeldie,3040,-37.7589,144.897,9.1,u,2,2,1,1,0,442000
10994,7/05/2016,Aberfeldie,3040,-37.7557,144.9037,9.1,u,2,2,1,1,976,470000
10995,7/11/2016,Aberfeldie,3040,-37.757,144.896,9.1,h,3,3,1,1,321,760000
10996,8/10/2016,Aberfeldie,3040,-37.7614,144.8925,9.1,h,4,2,2,2,559,1346000
10997,8/10/2016,Aberfeldie,3040,-37.7617,144.8987,9.1,h,2,3,1,5,528,1300000
10998,10/09/2016,Aberfeldie,3040,-37.7591,144.8923,9.1,t,3,3,2,2,217,935000
11001,10/12/2016,Aberfeldie,3040,-37.7637,144.8931,9.1,h,4,4,4,4,670,3900000
11002,11/02/2017,Aberfeldie,3040,-37.7642,144.895,9.1,u,3,3,2,1,309,1160000
11003,11/02/2017,Aberfeldie,3040,-37.7614,144.8953,9.1,h,4,4,2,2,578,1150000
11004,15/10/2016,Aberfeldie,3040,-37.7632,144.898,9.1,h,1,3,2,1,676,1720000
11005,15/10/2016,Aberfeldie,3040,-37.7587,144.9015,9.1,h,2,2,1,2,809,1705000
11006,17/09/2016,Aberfeldie,3040,-37.7626,144.8954,9.1,h,3,3,1,1,465,1190000
11007,18/03/2017,Aberfeldie,3040,-37.7557,144.8966,9.1,u,2,2,1,1,622,380000
11008,18/03/2017,Aberfeldie,3040,-37.7604,144.9062,9.1,h,2,2,1,1,373,840000
11009,18/06/2016,Aberfeldie,3040,-37.759,144.9015,9.1,h,5,3,3,2,839,1740000
11010,19/11/2016,Aberfeldie,3040,-37.7603,144.8921,9.1,h,3,3,2,2,311,1860000
11011,19/11/2016,Aberfeldie,3040,-37.7559,144.8991,9.1,h,3,3,2,2,496,1195000
11012,19/11/2016,Aberfeldie,3040,-37.7614,144.8953,9.1,h,4,4,2,2,578,1200000
11015,24/09/2016,Aberfeldie,3040,-37.7606,144.8973,9.1,u,3,3,1,1,229,726000
11016,25/02/2017,Aberfeldie,3040,-37.7617,144.8956,9.1,h,4,4,2,2,674,1325000
11017,25/02/2017,Aberfeldie,3040,-37.7584,144.8968,9.1,t,3,3,3,1,593,1300000
11019,27/11/2016,Aberfeldie,3040,-37.7553,144.8996,9.1,u,2,2,1,1,0,373000
11020,27/11/2016,Aberfeldie,3040,-37.76,144.9002,9.1,h,2,2,1,2,0,670000
11021,28/05/2016,Aberfeldie,3040,-37.7548,144.8915,9.1,h,5,3,2,2,1315,2400000
11022,28/05/2016,Aberfeldie,3040,-37.7609,144.8905,9.1,h,4,3,2,2,1076,1350000
11025,6/08/2016,Bellfield,3081,-37.752,145.0367,9.5,h,3,3,1,2,626,773000
11027,12/11/2016,Bellfield,3081,-37.7509,145.0423,9.5,h,3,3,1,1,666,885000
11028,16/04/2016,Bellfield,3081,-37.7529,145.0406,9.5,h,3,3,1,4,762,770000
11031,18/03/2017,Bellfield,3081,-37.7534,145.0454,9.5,h,2,2,1,0,693,855000
11033,22/05/2016,Bellfield,3081,-37.7506,145.043,9.5,h,3,3,1,2,631,645000
11035,25/02/2017,Bellfield,3081,-37.7527,145.0392,9.5,h,3,3,2,1,231,720000
11036,28/05/2016,Bellfield,3081,-37.7504,145.0335,9.5,h,3,3,1,2,609,625000
11037,30/07/2016,Bellfield,3081,-37.7518,145.0457,9.5,u,3,3,1,0,641,828000
11038,30/07/2016,Bellfield,3081,-37.7516,145.0457,9.5,u,3,3,1,0,605,676000
11039,3/12/2016,Brunswick East,3057,-37.7638,144.9804,4.5,h,3,3,1,2,456,1310000
11040,3/12/2016,Brunswick East,3057,-37.7601,144.9805,4.5,h,4,4,2,2,136,856000
11043,4/03/2017,Brunswick East,3057,-37.7668,144.9765,4.5,h,2,2,1,1,0,580000
11044,4/03/2017,Brunswick East,3057,-37.7753,144.9725,4.5,u,2,2,2,1,0,675000
11046,4/03/2017,Brunswick East,3057,-37.7663,144.9795,4.5,h,3,3,1,2,407,1350000
11047,4/03/2017,Brunswick East,3057,-37.7643,144.9808,4.5,t,3,3,1,2,213,940000
11048,4/03/2017,Brunswick East,3057,-37.7658,144.9823,4.5,h,3,3,2,2,138,930000
11049,4/03/2017,Brunswick East,3057,-37.7762,144.9755,4.5,h,3,3,1,1,259,1495000
11051,4/06/2016,Brunswick East,3057,-37.7735,144.9833,4.5,h,4,4,2,2,470,1550000
11052,6/08/2016,Brunswick East,3057,-37.7776,144.9727,4.5,h,4,4,1,1,233,1815000
11054,7/05/2016,Brunswick East,3057,-37.7749,144.9762,4.5,h,4,4,2,2,822,1625000
11055,7/05/2016,Brunswick East,3057,-37.7667,144.9821,4.5,t,3,3,2,1,116,899000
11059,8/10/2016,Brunswick East,3057,-37.7717,144.9719,4.5,u,2,2,1,1,197,435000
11060,8/10/2016,Brunswick East,3057,-37.7656,144.9726,4.5,u,2,2,2,1,0,570000
11061,10/09/2016,Brunswick East,3057,-37.7776,144.9726,4.5,h,4,4,2,1,227,1900000
11062,10/09/2016,Brunswick East,3057,-37.7765,144.9751,4.5,h,2,2,1,0,193,1080000
11063,10/12/2016,Brunswick East,3057,-37.7772,144.9723,4.5,h,4,4,2,0,161,1280000
11064,10/12/2016,Brunswick East,3057,-37.7786,144.9753,4.5,u,2,2,1,1,0,656000
11065,11/02/2017,Brunswick East,3057,-37.7769,144.9706,4.5,u,2,2,1,2,1188,570000
11066,11/03/2017,Brunswick East,3057,-37.7724,144.9829,4.5,h,4,4,2,2,468,1290000
11069,15/10/2016,Brunswick East,3057,-37.7755,144.9744,4.5,h,3,3,2,0,185,1170000
11070,15/10/2016,Brunswick East,3057,-37.765,144.9731,4.5,u,1,1,1,1,0,370000
11071,16/04/2016,Brunswick East,3057,-37.7671,144.9746,4.5,u,2,2,1,1,0,510000
11072,16/04/2016,Brunswick East,3057,-37.7664,144.9797,4.5,h,3,3,3,2,336,1574000
11073,16/07/2016,Brunswick East,3057,-37.7786,144.9753,4.5,u,2,2,1,1,0,665000
11074,17/09/2016,Brunswick East,3057,-37.7753,144.9725,4.5,u,2,2,2,1,0,590000
11075,17/09/2016,Brunswick East,3057,-37.7721,144.9724,4.5,h,2,2,1,1,148,1024000
11077,18/03/2017,Brunswick East,3057,-37.7727,144.9736,4.5,h,3,3,1,2,369,1125000
11081,18/03/2017,Brunswick East,3057,-37.7689,144.978,4.5,u,2,2,1,1,0,390000
11082,18/06/2016,Brunswick East,3057,-37.7788,144.9776,4.5,t,3,3,3,2,0,800000
11083,19/11/2016,Brunswick East,3057,-37.7776,144.9751,4.5,h,3,3,2,0,326,1679000
11084,19/11/2016,Brunswick East,3057,-37.7739,144.975,4.5,t,3,3,3,2,87,1050000
11086,22/05/2016,Brunswick East,3057,-37.7722,144.9751,4.5,h,2,2,1,1,148,957000
11087,22/05/2016,Brunswick East,3057,-37.7729,144.9724,4.5,h,3,3,1,1,213,825000
11090,23/04/2016,Brunswick East,3057,-37.7723,144.9761,4.5,h,3,3,1,2,104,998000
11091,23/04/2016,Brunswick East,3057,-37.774,144.9731,4.5,t,3,3,2,1,0,1010000
11093,24/09/2016,Brunswick East,3057,-37.7759,144.976,4.5,h,3,2,1,1,231,910000
11096,27/06/2016,Brunswick East,3057,-37.7729,144.9722,4.5,h,3,3,1,1,279,1050000
11098,27/06/2016,Brunswick East,3057,-37.7685,144.9724,4.5,u,2,2,1,1,0,445000
11099,27/06/2016,Brunswick East,3057,-37.7689,144.9788,4.5,h,2,1,1,1,213,970000
11101,27/11/2016,Brunswick East,3057,-37.7673,144.9782,4.5,h,3,3,1,2,812,1600000
11102,27/11/2016,Brunswick East,3057,-37.7684,144.9739,4.5,h,3,3,2,2,190,1325000
11104,28/05/2016,Brunswick East,3057,-37.7679,144.9725,4.5,u,2,2,2,1,0,480000
11105,28/05/2016,Brunswick East,3057,-37.765,144.9731,4.5,u,2,2,1,1,0,400000
11107,28/05/2016,Brunswick East,3057,-37.7603,144.9795,4.5,u,3,2,1,1,0,570000
11108,28/05/2016,Brunswick East,3057,-37.7736,144.9725,4.5,t,2,2,2,2,0,771000
11112,30/07/2016,Brunswick East,3057,-37.7713,144.9744,4.5,h,3,3,1,2,308,1335000
11113,30/07/2016,Brunswick East,3057,-37.7732,144.9716,4.5,u,2,2,1,1,0,420000
11114,30/07/2016,Brunswick East,3057,-37.7789,144.9739,4.5,t,3,2,1,1,0,805000
11115,30/07/2016,Brunswick East,3057,-37.7655,144.9816,4.5,t,3,3,2,1,0,892000
11116,3/12/2016,Burnley,3121,-37.8301,145.0103,3.5,h,2,2,1,0,0,1005000
11117,10/12/2016,Burnley,3121,-37.8285,145.0125,3.5,h,2,2,1,2,225,1231010
11118,16/04/2016,Burnley,3121,-37.8283,145.012,3.5,h,2,2,1,1,172,881000
11119,24/09/2016,Burnley,3121,-37.8287,145.0089,3.5,h,2,2,1,1,149,1202500
11120,25/02/2017,Burnley,3121,-37.8289,145.0089,3.5,h,3,3,1,0,182,1435000
11121,3/12/2016,Campbellfield,3061,-37.6783,144.9672,14.5,h,3,3,1,2,600,368000
11123,3/12/2016,Campbellfield,3061,-37.6804,144.9664,14.5,h,3,3,1,1,766,455000
11129,3/12/2016,Carlton,3053,-37.8042,144.9691,1.8,u,3,3,1,2,3455,735000
11130,4/03/2017,Carlton,3053,-37.7992,144.9738,1.8,h,2,2,1,0,99,1460000
11131,4/06/2016,Carlton,3053,-37.8052,144.9604,1.8,u,3,2,2,1,0,860000
11132,7/05/2016,Carlton,3053,-37.8009,144.9729,1.8,h,3,3,1,0,118,1662000
11133,7/05/2016,Carlton,3053,-37.7983,144.9655,1.8,h,3,2,2,2,100,1590000
11134,7/05/2016,Carlton,3053,-37.8009,144.9662,1.8,u,2,2,1,1,0,610250
11135,7/05/2016,Carlton,3053,-37.793,144.9728,1.8,h,2,2,1,1,117,720000
11136,8/10/2016,Carlton,3053,-37.8049,144.9644,1.8,h,2,2,1,0,66,840000
11138,10/12/2016,Carlton,3053,-37.8009,144.9642,1.8,u,2,2,2,1,0,795000
11139,12/11/2016,Carlton,3053,-37.7969,144.9669,1.8,u,2,2,1,1,0,705000
11140,13/08/2016,Carlton,3053,-37.7982,144.9651,1.8,u,1,1,1,1,0,435000
11143,14/05/2016,Carlton,3053,-37.801,144.9656,1.8,h,4,4,2,0,132,1630100
11144,14/05/2016,Carlton,3053,-37.7939,144.9663,1.8,u,2,2,1,1,0,480000
11145,14/05/2016,Carlton,3053,-37.7988,144.97,1.8,h,4,4,2,1,635,1600000
11146,14/05/2016,Carlton,3053,-37.7929,144.9705,1.8,u,2,2,2,1,0,500000
11147,15/10/2016,Carlton,3053,-37.7957,144.9725,1.8,h,3,3,1,0,121,920000
11149,17/09/2016,Carlton,3053,-37.7945,144.9718,1.8,h,3,2,3,1,0,1600000
11150,18/03/2017,Carlton,3053,-37.7989,144.9713,1.8,h,2,2,1,0,101,1010000
11151,18/03/2017,Carlton,3053,-37.8052,144.9604,1.8,u,3,3,1,1,0,875000
11153,18/06/2016,Carlton,3053,-37.7984,144.9738,1.8,h,2,2,1,1,144,1170000
11154,18/06/2016,Carlton,3053,-37.7965,144.9679,1.8,h,4,4,1,2,151,1260000
11155,22/05/2016,Carlton,3053,-37.7969,144.9742,1.8,u,2,2,2,1,0,600000
11156,22/05/2016,Carlton,3053,-37.7929,144.9705,1.8,u,1,1,1,1,0,310000
11157,22/08/2016,Carlton,3053,-37.7945,144.9718,1.8,h,3,2,3,1,0,1550000
11158,23/04/2016,Carlton,3053,-37.7998,144.9665,1.8,h,4,2,2,2,123,2033000
11160,24/09/2016,Carlton,3053,-37.7946,144.9716,1.8,u,3,3,2,1,0,1110000
11161,25/02/2017,Carlton,3053,-37.8012,144.9689,1.8,h,4,4,2,2,0,2705000
11162,25/02/2017,Carlton,3053,-37.7966,144.9709,1.8,h,4,4,1,0,152,1616000
11163,27/11/2016,Carlton,3053,-37.7985,144.9745,1.8,u,2,2,1,1,0,585000
11164,27/11/2016,Carlton,3053,-37.7967,144.9724,1.8,h,4,4,1,0,121,1162000
11166,28/05/2016,Carlton,3053,-37.7986,144.9682,1.8,u,2,2,1,1,0,589000
11167,28/08/2016,Carlton,3053,-37.7962,144.9659,1.8,h,4,4,1,1,284,2345000
11168,28/08/2016,Carlton,3053,-37.7996,144.9737,1.8,h,2,2,1,0,128,1117000
11170,30/07/2016,Carlton,3053,-37.8018,144.965,1.8,u,2,2,1,1,0,600000
11171,30/07/2016,Carlton,3053,-37.7957,144.9724,1.8,h,2,2,1,1,122,957000
11172,3/12/2016,East Melbourne,3002,-37.8181,144.9879,1.5,h,2,2,2,1,220,4525000
11173,4/06/2016,East Melbourne,3002,-37.8127,144.9861,1.5,h,3,2,2,3,364,3520000
11174,8/10/2016,East Melbourne,3002,-37.8177,144.9801,1.5,u,2,2,0,0,0,740000
11175,8/10/2016,East Melbourne,3002,-37.8136,144.9892,1.5,u,1,1,1,1,0,1015000
11176,8/10/2016,East Melbourne,3002,-37.8118,144.9762,1.5,u,2,2,2,1,0,1400000
11182,16/07/2016,East Melbourne,3002,-37.8127,144.9847,1.5,u,2,2,2,2,0,1935000
11183,18/06/2016,East Melbourne,3002,-37.8099,144.9879,1.5,h,4,2,1,1,179,1475000
11186,22/08/2016,East Melbourne,3002,-37.8153,144.9842,1.5,u,2,2,2,1,0,700000
11188,24/09/2016,East Melbourne,3002,-37.8153,144.9868,1.5,u,1,1,1,0,0,565000
11189,25/02/2017,East Melbourne,3002,-37.8154,144.9851,1.5,u,2,2,1,1,0,900000
11190,25/02/2017,East Melbourne,3002,-37.8168,144.9787,1.5,u,1,1,1,1,0,630000
11192,28/05/2016,East Melbourne,3002,-37.8136,144.9892,1.5,u,1,2,1,0,0,750000
11193,28/05/2016,East Melbourne,3002,-37.8154,144.9851,1.5,u,2,0,0,0,0,872000
11194,28/08/2016,East Melbourne,3002,-37.8177,144.9801,1.5,u,2,2,1,1,0,765000
11197,3/12/2016,Essendon West,3040,-37.7552,144.8882,9.8,h,3,3,1,2,613,810000
11198,4/06/2016,Essendon West,3040,-37.7518,144.8897,9.8,h,4,4,2,2,505,1422000
11200,7/05/2016,Essendon West,3040,-37.7494,144.8848,9.8,h,3,3,1,1,64,1245000
11202,8/10/2016,Essendon West,3040,-37.755,144.8848,9.8,h,2,2,1,1,711,1430000
11204,10/12/2016,Essendon West,3040,-37.7517,144.8873,9.8,h,4,4,2,2,740,1345000
11206,12/06/2016,Essendon West,3040,-37.7535,144.8868,9.8,t,3,3,3,2,242,800000
11208,12/11/2016,Essendon West,3040,-37.7537,144.8856,9.8,h,3,3,1,1,556,787500
11209,15/10/2016,Essendon West,3040,-37.7535,144.8836,9.8,h,3,3,1,2,293,685000
11210,15/10/2016,Essendon West,3040,-37.7527,144.8824,9.8,t,4,4,2,1,179,652500
11211,16/07/2016,Essendon West,3040,-37.7497,144.8867,9.8,h,5,5,2,2,616,1300000
11212,17/09/2016,Essendon West,3040,-37.7576,144.889,9.8,h,3,3,2,2,544,925000
11213,18/06/2016,Essendon West,3040,-37.7532,144.8848,9.8,t,3,3,2,2,0,730000
11214,18/06/2016,Essendon West,3040,-37.7513,144.8845,9.8,u,2,3,1,2,196,520000
11215,19/11/2016,Essendon West,3040,-37.75,144.8858,9.8,h,7,5,2,2,614,1300000
11217,22/08/2016,Essendon West,3040,-37.7527,144.8851,9.8,h,3,3,1,2,368,810000
11220,24/09/2016,Essendon West,3040,-37.7493,144.8901,9.8,t,3,3,2,2,356,970000
11222,28/05/2016,Essendon West,3040,-37.7522,144.883,9.8,h,3,3,2,2,470,1110000
11223,30/07/2016,Essendon West,3040,-37.7577,144.8892,9.8,h,3,3,1,1,688,1115000
11224,30/07/2016,Essendon West,3040,-37.7519,144.883,9.8,h,3,3,1,2,473,820000
11225,3/12/2016,Fawkner,3060,-37.7007,144.9632,12.4,h,3,3,1,3,587,670000
11227,4/02/2016,Fawkner,3060,-37.7009,144.9776,12.4,h,3,3,1,4,661,645000
11228,4/03/2017,Fawkner,3060,-37.7174,144.9664,12.4,h,3,3,1,0,684,687000
11229,4/03/2017,Fawkner,3060,-37.7118,144.9689,12.4,u,2,2,1,1,97,333000
11230,4/03/2017,Fawkner,3060,-37.7109,144.9654,12.4,t,3,3,2,1,738,455000
11232,4/06/2016,Fawkner,3060,-37.7049,144.9638,12.4,h,2,2,1,1,215,378000
11234,6/08/2016,Fawkner,3060,-37.6985,144.9615,12.4,h,3,0,1,1,605,585000
11236,7/05/2016,Fawkner,3060,-37.7034,144.9663,12.4,h,3,4,2,2,620,662000
11237,7/05/2016,Fawkner,3060,-37.7076,144.9753,12.4,h,3,3,1,2,650,615000
11239,7/11/2016,Fawkner,3060,-37.7006,144.9697,12.4,h,3,3,1,1,589,650000
11240,7/11/2016,Fawkner,3060,-37.7104,144.9733,12.4,h,3,3,1,1,726,665000
11241,7/11/2016,Fawkner,3060,-37.7111,144.9664,12.4,h,3,3,1,4,592,640000
11242,7/11/2016,Fawkner,3060,-37.7075,144.9678,12.4,h,3,3,1,1,404,526000
11243,7/11/2016,Fawkner,3060,-37.7141,144.9677,12.4,h,3,3,1,1,614,540000
11244,8/10/2016,Fawkner,3060,-37.7082,144.9725,12.4,h,4,4,2,3,254,540000
11247,10/12/2016,Fawkner,3060,-37.695,144.9676,12.4,h,3,3,1,2,585,625000
11248,10/12/2016,Fawkner,3060,-37.6996,144.9605,12.4,h,3,3,2,4,587,681000
11249,10/12/2016,Fawkner,3060,-37.7015,144.9625,12.4,h,3,3,2,2,576,690000
11251,10/12/2016,Fawkner,3060,-37.7043,144.9769,12.4,h,3,3,1,2,720,640000
11252,10/12/2016,Fawkner,3060,-37.7095,144.9757,12.4,h,3,3,1,2,622,660000
11253,10/12/2016,Fawkner,3060,-37.7194,144.9678,12.4,h,3,3,2,1,603,783000
11255,11/03/2017,Fawkner,3060,-37.7102,144.9703,12.4,h,4,4,2,2,567,635000
11258,12/11/2016,Fawkner,3060,-37.7027,144.9615,12.4,t,3,3,2,1,280,553500
11260,13/08/2016,Fawkner,3060,-37.7038,144.9638,12.4,h,2,2,1,2,640,619000
11262,15/10/2016,Fawkner,3060,-37.7066,144.9733,12.4,t,3,3,1,1,314,460000
11264,15/10/2016,Fawkner,3060,-37.7185,144.9754,12.4,h,4,4,2,1,430,570500
11266,15/10/2016,Fawkner,3060,-37.7192,144.9654,12.4,u,1,1,1,1,69,288000
11267,16/04/2016,Fawkner,3060,-37.697,144.9655,12.4,h,4,4,2,3,476,615000
11270,17/09/2016,Fawkner,3060,-37.712,144.9719,12.4,h,3,9,6,2,592,751000
11271,17/09/2016,Fawkner,3060,-37.6989,144.9779,12.4,h,3,3,1,4,528,609000
11272,17/09/2016,Fawkner,3060,-37.7022,144.9669,12.4,h,3,3,1,2,531,605000
11273,17/09/2016,Fawkner,3060,-37.7086,144.9704,12.4,h,3,3,1,1,646,691500
11274,18/03/2017,Fawkner,3060,-37.7017,144.9676,12.4,h,3,3,1,2,604,850000
11276,18/03/2017,Fawkner,3060,-37.7106,144.9682,12.4,h,4,4,1,2,0,752500
11277,18/03/2017,Fawkner,3060,-37.7144,144.9737,12.4,h,3,3,1,3,602,650000
11278,18/06/2016,Fawkner,3060,-37.6912,144.9623,12.4,h,3,3,1,4,789,538000
11279,18/06/2016,Fawkner,3060,-37.7034,144.9666,12.4,h,4,4,2,1,613,750000
11281,19/11/2016,Fawkner,3060,-37.7115,144.9731,12.4,h,3,3,1,1,725,650000
11284,19/11/2016,Fawkner,3060,-37.7089,144.9695,12.4,h,4,4,2,2,647,771000
11285,22/05/2016,Fawkner,3060,-37.7161,144.9662,12.4,h,3,3,1,1,285,400000
11286,22/05/2016,Fawkner,3060,-37.7083,144.9644,12.4,h,3,3,1,1,609,527000
11287,22/05/2016,Fawkner,3060,-37.7018,144.9679,12.4,t,3,3,2,2,217,538000
11288,22/05/2016,Fawkner,3060,-37.7156,144.9708,12.4,h,3,2,1,4,1075,860000
11289,22/05/2016,Fawkner,3060,-37.7071,144.9666,12.4,h,3,3,1,1,599,515000
11293,23/04/2016,Fawkner,3060,-37.6973,144.962,12.4,h,3,3,1,1,540,617000
11294,24/09/2016,Fawkner,3060,-37.6949,144.9619,12.4,h,3,2,1,1,583,550000
11295,24/09/2016,Fawkner,3060,-37.7172,144.968,12.4,u,4,4,2,3,209,540000
11297,24/09/2016,Fawkner,3060,-37.7054,144.963,12.4,h,3,2,1,2,701,643000
11298,24/09/2016,Fawkner,3060,-37.6994,144.9686,12.4,h,3,3,2,2,297,631000
